a_v a_s a_c a_sym sigma_sys
3.530632470578295568e+01 1.139401233580932171e+01 9.507256894665370162e-01 9.065399162870187766e+00 8.013154122511002242e+03
3.979371436090860925e+01 1.298245558647091791e+01 4.902790869166885335e-01 5.355362467023928019e+01 8.182963919883673043e+03
3.984163895148694223e+01 1.322478676289185984e+01 5.154112672102958426e-01 3.652025881428342302e+01 7.998607694643758805e+03
3.283912159434692057e+01 3.907180661389050957e+00 6.094004388841042230e-01 5.045130598504065489e+01 8.111663415055063524e+03
3.828769662939730267e+01 2.982103629771395248e+01 7.898340696359415491e-02 7.344729840811533350e+00 7.992130755529697126e+03
3.647441942012226690e+01 3.355761447124724905e-01 1.614568536879748550e-02 1.727786348411688522e+01 7.978665375995869908e+03
3.194607124527603048e+01 4.066275157060481149e+00 4.654644759976752644e-01 2.723191157601034806e-01 7.992002431803924082e+03
3.683958031393925836e+01 2.338898918928640924e+01 1.176763210691263550e+00 1.383697932850981260e+01 8.241064955305779222e+03
3.463948468448479900e+01 3.936942458063427797e+00 3.284112066945591435e-01 3.604100484710978236e+01 7.884085988836362048e+03
3.781545840297807359e+01 2.266634509489275917e+00 1.351876061286542696e-01 1.086236909794657990e+01 8.121945893865055950e+03
3.874374105985108940e+01 1.292671712085188318e+01 9.708834683986224956e-01 1.874172819437743698e+01 8.204930372077857101e+03
3.539422254518765953e+01 5.237333552945456105e+00 4.446649559397771734e-01 3.444651906067877434e+01 8.022688233701082027e+03
3.938826158094289553e+01 1.174285963464677707e+01 3.163267263994796741e-01 7.327708816142233239e+00 8.044949314383295132e+03
3.915453718322618926e+01 2.166039516619880345e+01 3.151662018321560454e-01 5.285116967040217872e+01 8.062472662654175110e+03
3.879550765963934111e+01 1.688134471763691025e+01 5.514373108735175499e-01 1.879873109990569091e+01 7.930725113106097524e+03
3.826973287186821437e+01 9.584027445072313967e-01 4.404562902538381453e-01 1.996287330169454677e+01 8.076756035462893124e+03
3.733197857550389642e+01 1.949595263912876320e+01 8.384636535830590764e-01 2.149207865950127427e+01 8.069503535004027071e+03
3.721593245201832900e+01 5.945197861566399844e+00 2.708572823722897871e-01 1.021635229342763651e+01 7.986017680510379250e+03
3.952352372584894624e+01 3.046691646634737083e+01 9.746040160930163898e-02 6.785486963100658464e+00 8.017585176822670292e+03
3.040054675897597392e+01 3.848658646650510384e+00 7.958389919319458494e-02 1.353327885656666218e+01 8.194055322115722447e+03
3.646543336067328767e+01 1.826122485628665304e+00 2.485615425947516888e-02 4.843515575910517512e-01 8.092321702374069901e+03
3.956835835366130283e+01 1.250425742800636542e+01 3.562824086793355827e-01 2.669812420892015581e+01 8.156199704727090648e+03
3.835815740018313846e+01 1.884329755913117355e+00 3.288374950869827340e-01 3.667882860612192530e+01 8.055332971674845794e+03
3.521100416882354267e+01 8.505653592295455923e+00 2.466893779220746541e-01 3.581629554807452820e+01 7.902791236824598855e+03
3.837493779874667865e+01 9.145249430225627085e-01 7.950886443365293155e-02 3.868629506386851435e+00 8.418805151364900667e+03
3.636844100398469948e+01 5.322290870586168232e+00 8.497457000772118407e-03 1.557386854394888509e+01 8.163270899578002172e+03
3.360711761100241546e+01 2.657839306352460795e+00 7.966232036731706323e-01 5.346790386877988510e+01 8.318326658827047140e+03
3.553959504033609562e+01 2.586395751546826105e+01 7.172715342958141393e-02 2.092451496727210625e+01 8.081553188810996289e+03
3.470445308190185330e+01 2.032983671416555005e+00 3.023001565565930915e-01 1.018160235750682574e+01 8.152366125046562956e+03
3.845435248575272880e+01 1.983591655059600223e+00 4.487682094224371143e-03 2.763146245032144321e+01 8.048883760655231526e+03
3.532063766951987560e+01 4.015204183406321192e+01 1.095964162729273106e+00 2.654592837637689584e+01 8.168504113556786251e+03
3.012359342930202999e+01 6.329890404122351377e-01 7.635905834703495820e-01 3.336220630668442055e+01 8.295222236876927127e+03
3.904704328864218610e+01 1.808039509095737429e+01 1.148557694207094776e-01 2.009543436432051422e+01 7.997623041615817783e+03
3.810187476540927776e+01 2.943264828395191657e+01 1.149389086000154325e+00 4.724491786968058271e+00 7.898701770443087298e+03
3.904922436942935349e+01 1.251359345962700331e+01 3.973744678645529937e-03 2.648772284580315528e+01 8.152935466478511444e+03
2.917897447388348553e+01 9.926179320588618404e-01 1.303142773692229861e+00 1.645056071349870663e+01 7.799612353525679282e+03
3.862134960812495166e+01 3.663743658543121740e+01 4.765957658548575226e-01 2.738122162933745329e+01 8.346198283200867081e+03
3.971201130034410198e+01 2.996783104400451236e+01 4.775952799658770287e-01 4.113476935848665761e+01 7.877384123374617047e+03
3.894119070009297445e+01 2.163861048498180395e+00 2.533685399824762707e-01 4.729919791974165832e+01 8.083778696453984594e+03
3.407747597021312913e+01 4.699539523822204856e+00 8.472736029186468398e-01 4.507866472519378931e+01 8.221130206200523389e+03
3.613116150535911686e+01 2.620594803216754087e+01 4.024462553077488014e-01 4.632837763604163683e+01 7.781435333952871588e+03
3.549877498055271019e+01 3.461078693736306722e+00 2.169418773294089497e-01 4.249093945626912472e+01 8.051133506339831911e+03
3.641525081328681779e+01 8.594648796011817637e+00 1.381555286063097798e-01 1.291849269779700826e+01 8.030855361508488386e+03
3.962169611639130551e+01 1.345245194615372286e+00 1.197714893236414557e+00 2.406614410101072465e+01 8.070271786663010062e+03
3.904011370753340771e+01 1.102352213986070639e+00 9.112002340500653386e-01 2.690213057582606648e+00 8.176904541602589234e+03
3.453352641912834287e+01 1.873655019048608494e+01 7.243005432981656222e-01 1.413517112609037341e+00 8.021372841877262545e+03
3.492957395476328486e+01 5.782170953677945313e-01 8.721456807465869376e-01 1.139963517768792656e+01 7.966674145919289913e+03
3.850960125792050093e+01 3.710624380688115309e+01 5.320623259711325659e-01 9.425821973483849092e+00 8.121478501441397384e+03
3.827233638982236386e+01 2.954611332974860005e+00 1.278559852582752843e+00 3.676386735610753220e+01 8.001621521452813795e+03
3.355798004224021724e+01 2.631684699648443271e+01 1.485432678984837551e+00 1.619280003991122285e+01 8.007102650349162104e+03
3.895905589921451906e+01 2.255270208698987489e+01 5.934711591588151536e-02 4.689243063194189887e+01 7.907363474219042473e+03
3.948431488026580638e+01 1.302833467205677920e+01 5.960930937138454455e-01 2.653953155408783360e+01 8.082524332843319826e+03
3.870853668401669267e+01 7.878535535163220693e+00 9.936483937218176798e-01 4.291458521192236475e+01 7.946521342129648474e+03
3.437058517877750319e+01 2.626299262615011898e+00 6.098125008108545853e-02 3.845243610785326638e+01 8.085438829167008407e+03
3.844965231574811781e+01 4.189383026662656562e+01 1.057426470572215282e-01 2.874963870793877518e+01 8.060758553401297831e+03
3.343584977842616723e+01 2.314131155795677230e+01 6.288235655609870633e-01 1.845117179606000590e+01 8.090461405555191959e+03
2.875944807178139229e+01 4.478225706609944012e+01 1.903458169697385127e-01 2.828470225007504979e+01 8.121490273557080400e+03
3.977908156898859460e+01 1.589594188138518582e+01 8.025887650047600630e-01 1.035671312916162812e+01 8.194092336185138265e+03
3.795470928665340438e+01 3.413703057973208832e+00 3.390408861628998322e-02 3.083344915826276633e+01 8.056056167361737607e+03
3.809291648510788519e+01 1.851334226487176338e+01 1.110834859229394400e+00 4.689026400493667701e-01 8.169632775566491546e+03
3.759883418315284587e+01 5.649411510631455968e+00 7.773356777124696970e-01 2.569263094686652948e+01 8.102415654583593096e+03
3.438880736378781933e+01 1.569201334006095649e+01 3.010069310882214633e-01 4.913337203881823712e+01 7.850288206885146792e+03
3.861363225876730354e+01 1.301188565082934234e+00 5.729577654119224484e-01 2.587853719574791000e+01 8.146999117912313523e+03
2.686004213922116435e+01 1.178591896758794455e+01 2.533459051091478953e-01 5.167849017335438333e+01 8.069549040534237974e+03
3.193938100269223668e+01 1.852443727250529193e+01 3.538881402674769472e-01 2.118569554674389366e+01 8.007277923877879402e+03
3.880415705981262420e+01 5.712092360120292867e+00 7.521018819975335834e-01 2.376558963360989907e+01 7.915316635369797950e+03
3.382143422499971308e+01 2.096083603654005501e+01 5.885201263577526376e-01 3.687836681317743626e+01 8.082170855284216486e+03
2.387989388559073589e+01 2.707808717623884220e+01 2.202872259373403196e-01 1.804987871340507644e+00 8.041503374381295544e+03
3.890070270465233193e+01 2.719645511439862062e+01 4.388575813340299669e-01 3.067198569962230437e+01 8.030994815488659697e+03
3.756678007177526268e+01 1.015175007656010919e+01 5.855488463345477346e-01 1.030317278813796200e+01 7.936647762474856791e+03
3.844556414335152539e+01 8.063581925881024404e+00 6.952230557922350895e-01 8.744959547261490940e+00 7.827128371906544089e+03
3.434439491474699224e+01 1.590359614153241674e+00 2.090104186571883904e-01 5.425649316733930760e+01 7.925883933024034377e+03
3.397333647831042214e+01 3.548795955854333606e-01 1.200143145561235913e+00 3.518549889905921901e+01 8.030109158810046210e+03
3.933335062455768849e+01 1.321352055312108931e+01 8.626011575501879580e-01 3.184256290651120125e+01 8.244471522763911707e+03
3.836962093703949961e+01 6.072262424475352027e-01 1.131413049602654430e+00 3.318969105002724262e+01 7.936183931427119205e+03
3.260738068054713068e+01 8.530543116635930900e+00 2.903901114598057553e-01 4.439251248796236382e+01 8.060090451452643720e+03
3.869591724465222882e+01 1.368174549255993000e+01 4.756190410067567820e-01 5.065441773975183537e+01 8.238052184600845067e+03
3.696540822953812722e+01 3.001209156705778813e+00 4.661808411304932398e-01 5.526782922941367815e+01 8.102389348986858749e+03
3.763471061072624479e+01 2.972400513939228883e+00 1.901160008630901066e-01 4.246953477153877543e+01 8.163129308781838517e+03
3.816102464831657670e+01 2.824770286361863469e+01 2.337068196653157015e-01 1.313983507364777736e+01 7.765619691408874132e+03
3.764291749065525750e+01 3.747617650415860169e+01 1.211235555202487546e-01 5.912345703481337722e+01 7.781289496775765656e+03
3.839294605252720771e+01 3.152611877430631981e+00 2.450323646474840134e-01 1.166898198323915992e+01 8.083012840032030908e+03
3.826486215933095991e+01 3.000249180535519145e+01 3.620735226482295621e-01 4.672953006699537326e+01 7.872870429909015911e+03
3.755426253405132542e+01 4.006715721829150034e+00 9.893473750902670449e-01 2.596940658039066108e+01 8.125545110647077308e+03
3.945717520692356572e+01 8.802371724714124213e+00 9.417144466643525558e-01 4.761792003254250716e+01 8.010697472118597034e+03
3.503262336382377384e+01 3.599564632617493931e+00 1.023999015142297742e+00 3.548919728916014549e+01 8.107997107118794702e+03
2.895542068803679214e+01 1.134146476521940983e+01 1.231454865356550243e+00 4.322299781179254552e+01 8.207968196915961016e+03
3.876870215377342532e+01 1.304204954204632472e+01 2.546842375720265172e-01 1.594228656459726068e+01 8.000531381604102535e+03
3.880415705981262420e+01 5.712092360120292867e+00 7.521018819975335834e-01 2.376558963360989907e+01 7.915316635369797950e+03
3.825583625380919983e+01 4.023108350902143471e+00 9.709708855439213027e-01 8.741614200877137364e+00 7.680993742343956910e+03
3.954022820550477491e+01 1.210763768019603859e+01 2.943230958458168955e-01 2.666531773945653327e+01 7.991386715200975232e+03
3.780689824331413718e+01 2.521552286731152392e+01 8.495099350059382992e-01 3.021175616072260794e+01 8.103944361868620035e+03
3.025592821333421156e+01 3.469707768150453120e+01 5.999697394349734481e-01 5.524495510259933440e+01 8.120879390522333779e+03
3.977062248420213564e+01 9.232744619491857208e+00 5.024521671458554994e-01 1.873447502158292366e+01 8.076435671800471937e+03
3.763845949751746645e+01 9.336400131199289021e+00 3.761337626310525817e-01 2.368555158531106741e+01 8.081200374916293185e+03
3.942517738824919604e+01 9.162799102126179207e+00 2.033640793770580546e-01 1.231161686548365353e+01 8.039074611592095607e+03
3.557885988456521176e+01 4.546781559282914387e+00 1.565611635485481545e-01 6.792063465376355857e+00 7.807002326027649360e+03
3.764885506455814124e+01 1.065835453945115674e+01 9.315028311068242195e-02 3.496101939250251434e+01 8.001119561595486630e+03
3.919567552137196742e+01 1.401298265574006408e+01 1.474643307389054692e-01 1.652017987754882000e+01 7.908705810286762244e+03
3.953185999750512991e+01 1.491212584647052530e+01 3.474386364090146229e-01 5.610569376566827060e+01 8.043678636244514564e+03
3.666514645983941278e+01 3.566590208645317728e-01 1.861337224761816511e-02 9.834677052474511072e+00 7.882511522727222655e+03
3.872820411465802692e+01 2.182593678920686386e+01 1.111242284270371306e+00 1.543892443861073893e+01 8.260170191025439635e+03
3.573550761106397999e+01 4.507252741050443490e+00 3.708960292168878015e-02 5.505212729576319930e+01 7.916478142999851116e+03
3.904939624150198085e+01 3.717455506171633317e+01 7.711971996183386580e-01 4.023442089210703898e+01 7.885669507796234939e+03
3.991306186245709142e+01 8.148929809089787923e+00 6.108561576294431195e-01 1.483454403868277716e+01 7.994081330335000530e+03
3.641152650565374671e+01 4.388552290013447710e-01 4.635866780133838794e-01 1.942085857840687524e+01 7.891130098734032799e+03
3.622669381020610047e+01 2.311488545863009847e+01 1.491122286894230597e-01 4.264229020904051204e+00 8.108271305840826244e+03
3.629336761862694516e+01 3.591359762124957200e+01 5.269621881048236478e-01 2.907393712259677443e+01 8.257380280891098664e+03
2.484447343853947388e+01 2.062571941936097719e+00 2.845082154348737014e-01 3.137250487353504624e+01 8.138826877664443600e+03
3.275409938481094230e+01 3.078416960060967966e+01 1.655187827025167424e-02 5.725588342835926881e+01 7.993769021536588298e+03
3.380667434800489701e+01 5.872420483320167861e+00 2.305435827154488915e-01 3.928707028484543429e+01 7.811071938797287658e+03
3.341596218922165917e+01 1.392104194746104895e+01 8.044968255016154979e-02 3.953395745153954266e+01 8.056481613782433669e+03
3.929909422786187889e+01 2.674267250856577682e+00 4.276788890101552720e-01 8.100450298266478555e+00 8.197459722223333301e+03
3.787733494022915437e+01 3.480740110287627864e+00 5.245030543903528297e-01 1.294459390237358010e+00 8.371927372723686858e+03
3.703186851944631286e+01 1.308231888565229184e+01 1.622151650433904246e-01 2.309617626254004108e+01 8.119810398103843909e+03
3.147467923990705430e+01 6.352629212361127209e-01 6.812053684325272140e-01 4.324287146235079149e+01 8.151291309341696433e+03
3.430262062229057562e+01 2.117443629002620398e+01 9.558587474187246746e-02 3.619155774509430046e+01 8.106076927894755499e+03
3.695552756872663025e+01 3.985749296260884922e+00 8.299509579551858085e-01 4.635665248838317609e+01 7.915024646001410474e+03
3.706504757321769716e+01 2.555681565910660424e+00 4.995790176708617691e-01 1.957002702564802732e+01 7.948513277364738315e+03
3.881283039845328631e+01 6.876192475929244097e+00 5.823684286223437812e-02 4.037485226370495184e+01 7.969129814368228836e+03
3.992195598450388161e+01 2.179699031048551561e+00 7.187881510736149338e-01 1.261510155891025420e+01 7.915398196879130410e+03
3.957642576813307045e+01 7.375762165740349374e-01 7.292327938277292088e-01 9.058616246610014855e+00 8.065829808383727141e+03
3.950718467381232557e+01 1.301573296975199234e+01 1.810301721492572902e-01 2.381391461059138592e+01 8.044604182104631036e+03
3.845599224929465976e+01 1.092881528410799596e+01 1.089001016439535841e+00 1.896518140971969046e+01 8.040136004579516339e+03
3.476916569065710405e+01 1.081069017718747105e+01 6.940114873956040320e-01 1.997122117476633463e+01 8.090983742884098319e+03
3.729258369286802122e+01 1.988853549775737406e+01 7.782058489396217471e-01 4.666013151086598754e+00 8.106149468417813296e+03
3.306043535273624911e+01 7.802358906111807713e+00 1.863581807722002881e-01 4.334490384093177795e+01 8.117236784237522443e+03
3.846340795639021337e+01 3.934192876448975085e+01 3.996842408103430389e-01 2.550297992866448737e+01 7.937121650228349608e+03
3.844965231574811781e+01 4.189383026662656562e+01 1.057426470572215282e-01 2.874963870793877518e+01 8.060758553401297831e+03
3.296919400315742621e+01 4.349598606344559748e+00 1.945264832497797247e-01 7.391952291921487728e+00 8.040007563799070340e+03
3.825293919024944955e+01 1.723202261536541258e+01 1.819934601368310423e-01 1.741367923014989216e+00 8.210921843181911754e+03
3.960496972053806530e+01 1.500675431044352914e-01 1.674144266803813952e-01 2.501153332348114589e+01 8.027014993138423051e+03
2.875556038581930807e+01 1.242021918391575497e+00 5.460210909957010639e-01 3.676971567230523164e+01 8.134048984117462169e+03
3.881110182777759832e+01 7.518644580842622993e+00 4.180314565073816047e-01 6.085896831798044637e+00 8.030067974955099999e+03
3.903318991887537237e+01 1.846111368004489606e+00 2.179187023812421270e-02 5.374670656685093206e+01 8.030398645722560104e+03
3.258457548394493131e+01 1.021257308092017091e+01 1.764590180200139580e-01 3.465205907168923716e+01 8.282065927677127547e+03
2.964852290171727134e+01 2.122968402760609052e+01 2.364831939384065551e-02 1.967296945486823034e+01 7.905558860822596216e+03
3.603940939435416624e+01 1.417768230016215547e+01 1.056508582033227395e+00 3.568239478830085432e+01 8.200209369351585337e+03
3.481143961956438204e+01 8.369219401007088166e+00 5.398123723611136793e-01 1.156403740273000480e+01 8.129686418871732712e+03
3.862587752978147648e+01 1.299023801331268757e+01 1.457446172423051634e+00 2.738201267558205743e+01 8.197130403315704825e+03
3.962169611639130551e+01 1.345245194615372286e+00 1.197714893236414557e+00 2.406614410101072465e+01 8.070271786663010062e+03
3.897597087234036195e+01 1.323702676531243227e+01 2.270434757769144440e-01 1.407441858789817601e+01 8.047151852578510443e+03
3.736103232532479268e+01 3.066470389745412106e+01 9.886430504959256571e-02 5.184674085144049371e+01 7.918930892617682730e+03
3.424580898734416934e+01 1.727827643811559000e+01 6.699998882321386295e-01 1.929585958470530827e+01 7.990672244846045032e+03
3.475753194767999332e+01 3.239966661776408241e+00 4.586360123809329892e-01 4.109322217719084591e+01 8.155642832345717579e+03
3.687747050388264825e+01 3.693816969974286479e+01 6.748993322045961918e-01 7.946532204723788517e-01 8.047757014592843007e+03
3.217578754018842346e+01 8.179473944700280441e+00 1.181956426261665083e+00 2.441267612903680728e+01 8.100054391944867348e+03
3.738769332799041933e+01 2.076839711222822160e+01 4.696967900957496611e-01 3.531670233478976684e+01 8.115572438781813617e+03
3.951804822557949848e+01 2.179505484438581320e+01 2.134102710916610801e-01 1.349622774724377194e+01 7.870542144557898609e+03
3.899727835956074529e+01 5.881743731415054022e+00 1.317939822970946473e+00 1.404463037462997654e+01 8.179257661023537366e+03
3.484796361910306928e+01 1.320453558657095883e+01 3.290375999351702330e-01 1.825724909098658344e+01 8.017193510240487740e+03
3.860775038753050836e+01 4.497670005025885764e+00 3.066268591106466324e-03 3.872578819539344863e+01 7.957446602478675231e+03
3.203993834305722999e+01 7.549168202552058560e+00 1.165613545977068011e+00 1.346462409675339345e+01 7.948948395628331127e+03
3.934679541767437172e+01 2.585795813788350994e+00 1.439667835265678653e+00 1.979527115239219093e+00 8.118412072103528772e+03
3.644474674018913163e+01 2.033930793058434716e+01 1.135267255995245472e+00 1.458286412730354797e+01 8.146782495242546247e+03
3.861540865166784897e+01 8.016519587304607342e+00 8.007799830828689069e-01 2.535476484337586101e+01 8.163099492483091126e+03
3.698944040367157982e+01 3.144845073789972467e+00 8.326933188450744705e-01 3.426010812867660604e+01 8.061786820011603595e+03
3.669432436282590970e+01 7.034134086010956466e+00 2.225704151141361664e-01 3.135659616268085159e+01 8.112813629125907937e+03
3.306948444090014050e+01 4.996968113571059966e+00 5.915860281733313908e-01 2.554565523254476744e+01 8.064058960593814845e+03
3.875079136018511150e+01 6.306492120085642306e+00 9.441786326029424359e-01 7.484548793149508938e+00 8.053328270264063576e+03
3.487600680399578579e+01 2.178046822955134587e+01 3.394590752218598073e-01 1.468147955176924313e+01 8.033918755310220149e+03
3.616924579710345711e+01 4.445904132064521974e+01 4.209359714095389782e-02 1.049982283275257089e+01 8.197219896656642959e+03
3.935876162677126189e+01 1.529284886442569835e+01 1.164294523468208109e-01 2.643341796596607729e+00 8.287825086159111379e+03
3.869425176987096648e+01 2.803601993720923247e+01 4.939451739362114568e-01 4.022537165321033825e+01 7.914357535916100460e+03
3.449694892112401590e+01 7.307044438682219756e+00 3.490809769396294171e-02 4.255366275048878322e+01 8.206664536519263493e+03
3.974509847023043108e+01 1.237020479335790490e+01 4.389919075837613316e-01 4.276463837615035857e+01 8.078458959706376845e+03
3.644560084354904461e+01 2.081157986534364213e+01 1.142207461664865420e+00 3.532308930692864557e+00 8.213517591642168554e+03
3.867012895673101269e+01 3.101171851499388055e+01 2.574376059922608428e-01 3.073282399014434318e+01 7.839204310203503155e+03
3.924572908308455510e+01 1.829210164557784069e+01 1.288172442427398257e-01 4.777232400732953010e+01 7.991523927959726279e+03
3.648685895305381166e+01 1.128945225224074278e+01 3.199240877208591738e-01 4.263371373958423760e+01 8.048276002738321949e+03
3.571133776607233301e+01 2.033308340688960048e+00 1.715847931678528282e-01 1.756187100330427953e+01 8.066518517834248087e+03
3.645461098661142785e+01 2.474224601862250239e+01 2.503326083274724501e-01 4.034598524095142835e+01 7.996616549810291872e+03
3.891064242491965786e+01 1.520659028671446045e+01 2.165972765390771770e-01 3.673279731964057504e+01 8.110516384774196013e+03
3.275976121162148758e+01 2.188286287648183048e+01 1.069653240886640155e+00 1.462599067161060340e+01 8.075360297698209251e+03
3.308382935839058803e+01 2.351629226761131974e+01 4.135704211858182711e-01 4.252318313759912627e+01 8.060472842259850040e+03
3.852898624065745992e+01 9.696870053297852010e+00 7.065214204585605895e-01 5.782015815081396681e+01 8.207173517627792535e+03
3.855188240642615227e+01 2.168279201250510368e+01 5.071155543772770669e-01 8.628110076094495540e+00 8.076991002197501075e+03
3.989719690282384335e+01 7.020666150539675243e+00 4.327794388274454063e-01 7.116055587893460377e+00 8.146311484721570196e+03
3.840155674628194760e+01 1.504909366461165732e+01 3.033260857716671421e-02 5.532470155396270428e+01 8.173269245270565989e+03
3.771011873601467101e+01 4.805757929293353214e+00 3.316936077849980680e-01 4.508675885805708816e+01 7.796873667274590844e+03
3.809123499743651564e+01 3.969707590603177039e+01 1.317431905885389498e-01 4.581863748913929868e+01 8.051791245415237427e+03
3.946363228564663928e+01 2.182854883649262945e+01 1.387799206512530636e+00 1.028069494931575711e+01 7.850576977013885880e+03
3.815110646193578248e+01 4.881738587651637040e+00 1.893046525108567080e-01 3.547576756526923170e+00 7.921805091335253564e+03
3.860189370740495463e+01 1.980042242327043667e+01 3.030438520536924973e-01 2.024231339522580697e+01 8.314788054114756960e+03
3.974816799022413960e+01 2.647270103352633797e+00 4.632412884951899179e-01 2.342625537185344697e+01 8.145494424580043415e+03
3.998823701367878414e+01 5.689256823943994235e+00 7.234089806167156578e-01 2.165793018744668075e+01 8.058018694236491683e+03
3.713064188710249169e+01 4.108935493432043273e+01 3.024380768631303451e-01 4.069534436809880873e+01 7.946295623093061295e+03
3.273154744162999918e+01 8.381881777311514625e+00 5.436334997449732143e-01 2.768232533973450415e+01 8.108665434165392071e+03
3.679515428822995915e+01 3.421746061020968011e+00 1.641596988313089034e-02 1.117209553906651465e+01 8.067056834138832528e+03
3.448381720011683171e+01 1.080799580992559683e+01 8.356252386640156127e-02 3.941266777052915415e+01 8.117429180510808692e+03
3.652645936553687278e+01 2.647106257817730679e+00 2.455095173571838763e-01 2.001607584210202972e+01 7.919494667929287061e+03
3.955208406012757649e+01 4.076069595851883065e+01 2.369421912911023886e-01 5.716136341911864349e+01 8.015855530986180383e+03
