a_v a_s a_c a_sym sigma_sys
3.227472473698198030e+01 1.685229632593511084e+01 2.033020028661773893e-01 1.077077657523796717e+01 8.024373296763714279e+03
3.991306186245709142e+01 8.148929809089787923e+00 6.108561576294431195e-01 1.483454403868277716e+01 7.994081330335000530e+03
3.871789959873655107e+01 2.076023317234325205e+00 3.893624826302496400e-01 4.597361450711815678e+01 7.946259369524042995e+03
3.880743053307325852e+01 3.645568980121907288e+01 4.465602364309906314e-01 1.003504096546134328e+01 8.147988800198039826e+03
3.860137259890493766e+01 2.733810663809833841e+00 5.425830145654794157e-01 1.777112964858231692e+01 7.987071219494448087e+03
3.075985451270794968e+01 2.112793618151222574e+01 3.983496209584561076e-01 7.428208407742291186e+00 8.211878919080616470e+03
3.942358690385283637e+01 1.120132629093559729e+01 1.223660464543729759e-01 1.020308428368434051e+01 7.977906345607025287e+03
3.968677974080720361e+01 4.024215301497115149e+01 9.600174231122129975e-02 2.219170359625042277e+00 8.185408201945776455e+03
3.260738068054713068e+01 8.530543116635930900e+00 2.903901114598057553e-01 4.439251248796236382e+01 8.060090451452643720e+03
3.590738581569477361e+01 1.280139452446990234e+01 5.397996020844949561e-01 1.473826015351155760e+01 8.104920434131075126e+03
3.756177619058407657e+01 2.592717640424102399e+01 5.890321358796106743e-01 1.026859214870667003e+01 8.096116300729854629e+03
3.588719194527760692e+01 3.784815842935876873e+01 5.805663922607608995e-01 2.309124587443865195e+01 7.961415617514392579e+03
3.939732724996221691e+01 1.267387911186777849e+01 2.419325470257926991e-01 1.330895200403079404e+00 8.241992258952031989e+03
3.929224548969860820e+01 1.132221420889456809e+01 6.302190668671441010e-02 3.822805312991106774e+01 8.075557608617074948e+03
3.495023617702152308e+01 2.426804282718225458e+00 3.647455527671392694e-01 3.912129511499806256e+01 7.895712039444036236e+03
3.845768241946537813e+01 1.595697669174007061e+01 1.554181440869523423e-01 1.942684161103979434e+01 8.156717622528060019e+03
3.380114171036021276e+01 2.493334866240184855e+00 1.465279135147020961e-01 5.250828208237492589e+01 8.029170215485579320e+03
3.147467923990705430e+01 6.352629212361127209e-01 6.812053684325272140e-01 4.324287146235079149e+01 8.151291309341696433e+03
3.620938658284680400e+01 1.329040124762398412e+00 1.002263900511242006e-01 2.819853978275463291e+01 8.110388268440411593e+03
2.869750456800274563e+01 3.071112657107741839e+01 4.020214814097293754e-01 4.456950267387946241e+01 8.124734043212092729e+03
3.183922752025632974e+01 9.387311733937078628e+00 4.843614278789237781e-03 4.109745728454892344e+01 7.908198560887027270e+03
3.885931119800669364e+01 3.733831655647815495e+01 5.000481756911510089e-01 5.356307750341250085e+01 8.112312581305929598e+03
3.536997024268136158e+01 1.173952299014856671e+01 3.605546994893110702e-01 9.501809944799724406e+00 7.978383001905087440e+03
3.737133516557110369e+01 5.564883937607301156e+00 4.580094540496261191e-01 2.509585175924697609e+01 8.095687202259966398e+03
3.508794893295493011e+01 6.295562452574629653e+00 3.998259580955176862e-01 1.433649280285062666e+01 7.866677661266237010e+03
3.715315438378088686e+01 1.344470755811649454e+01 5.289016080453166069e-01 1.894857513136183336e-01 7.998027766610856816e+03
3.953560044315003097e+01 1.167802225259847404e+01 1.203475166483739089e+00 4.832327454263728228e+00 8.170492141506729240e+03
3.887282119372383704e+01 8.951058309788109568e+00 6.951548347203859723e-01 1.393156712281934517e+01 7.984852722508013358e+03
3.736681664344151699e+01 2.238177000690820151e+01 1.264222469908496738e+00 1.486453281867885323e+01 8.108534793592872120e+03
3.844556414335152539e+01 8.063581925881024404e+00 6.952230557922350895e-01 8.744959547261490940e+00 7.827128371906544089e+03
3.827533920473377549e+01 4.393981766038952941e+01 4.882283019803305146e-01 4.087125709931568451e+01 7.896871433349225299e+03
3.744324249540201777e+01 2.795578726437866379e+01 9.503489644248011570e-02 5.236844840955295410e+01 8.048831259496715575e+03
3.828801460177144378e+01 8.789454216317318824e+00 1.270744449926762165e+00 4.670689500238847813e+01 8.061256594292708542e+03
3.573550761106397999e+01 4.507252741050443490e+00 3.708960292168878015e-02 5.505212729576319930e+01 7.916478142999851116e+03
3.908218083670197274e+01 1.089479072234432522e+00 6.465598331885988870e-01 4.388442676207454696e+01 7.923290897161576140e+03
3.644610494333602446e+01 2.708096689354207776e+00 9.553642178101718896e-01 3.330461615572013478e+00 8.112442004625994741e+03
3.985518272834036679e+01 2.485889433884445765e+01 1.796300993824832271e-01 3.660622077172047284e+01 7.930633849910218487e+03
3.315745427377262899e+01 1.639699007408410480e+01 1.899284156481655383e-01 2.447612363578178574e+00 8.135712679376973938e+03
3.645150361935026950e+01 1.009661437176817067e+01 1.270816371818138113e-01 2.596862324218405149e+01 8.271910117242674460e+03
3.809123499743651564e+01 3.969707590603177039e+01 1.317431905885389498e-01 4.581863748913929868e+01 8.051791245415237427e+03
3.904725305603182761e+01 7.313389358658701767e+00 4.429923471713162475e-01 3.801068687601163987e+01 8.130929213540297496e+03
3.755841239085827254e+01 7.583898232631530734e-01 1.164211415786593207e-01 2.614241135321182696e+01 7.939886770677033383e+03
3.974278483009870655e+01 1.981586616440351634e+01 1.849088372235934419e-01 5.128417493687831552e+01 8.051421622966213363e+03
3.548079906829702423e+01 1.605325753370862074e+01 7.348043526421575988e-01 5.066241064710386865e+01 8.176947462193030333e+03
3.613844121471859694e+01 3.946125141902206757e+00 6.057576360905145840e-01 5.013520291660861261e+01 7.885643084066738083e+03
3.901555259004988585e+01 9.702742597137209657e+00 5.738568894558605527e-01 7.199767100809493670e+00 8.026872701634963050e+03
3.580512998089595555e+01 1.597809823194960899e+00 3.002669276711038282e-02 4.233458174890731129e+01 8.115729970353283534e+03
3.572754893420015776e+01 5.961002704902129690e-01 2.559976181531753436e-02 4.881503031723204344e+01 8.020789128714814979e+03
3.289037687166251089e+01 1.458385436923685674e+01 1.110732127017761250e+00 4.011454662611930644e+01 8.178242887738834725e+03
3.887789008808160673e+01 1.982652138698923494e+01 3.284051151659181378e-02 4.506115039176417270e+01 7.786801871074036171e+03
3.902259184854917606e+01 2.427468042714001228e+01 2.816876166641713586e-01 2.340804434343541018e+01 7.917410262353722828e+03
3.979371436090860925e+01 1.298245558647091791e+01 4.902790869166885335e-01 5.355362467023928019e+01 8.182963919883673043e+03
3.677153084898749569e+01 3.116383193856328049e+01 5.974187662267298471e-01 2.416671546101744283e+01 7.785415852843833818e+03
3.942434253215775186e+01 4.181113988062566733e+00 2.745682069120028435e-01 1.625396023357868458e+01 7.962769098484196547e+03
3.955656182326265480e+01 1.717366225961677273e+01 4.335843728506488248e-01 4.229948066460386968e+01 7.990969487584364288e+03
3.712628211116940236e+01 3.117258797766654599e+00 2.229212028325789352e-01 1.160452339139051503e+01 8.022839890022091822e+03
3.680404348256975311e+01 2.443429455902192071e+00 7.031773254621055402e-01 1.002451317792831631e+01 8.071450715608917562e+03
3.935808227828262318e+01 4.063597796449191613e+00 1.294331782909990680e-01 5.254587265392044770e+01 7.968719054649020109e+03
3.809765872444755530e+01 4.823726472567539503e+01 9.328229598192430139e-01 5.749757116715785088e+01 7.910405429877739152e+03
3.972022485172541195e+01 1.492187511154240198e+01 1.445667546785906754e-01 4.676244934952656962e+01 7.982377816341603648e+03
3.968652489561603147e+01 3.025598131214166209e+00 2.047142643787388527e-01 5.886703531119088062e+00 8.022502201609070653e+03
3.714665401880989748e+01 3.003764250198957697e+01 6.376570540405770426e-01 1.134297363703780270e+01 7.969388894968500608e+03
3.989937146301213744e+01 7.141818023214607791e+00 2.013897937314755582e-01 7.722543521148032220e+00 7.982153224195050825e+03
3.460967602302102364e+01 2.131537061826738189e+00 1.123342911707902125e+00 1.787711496235860409e+01 7.883766682327078342e+03
3.956236761540272084e+01 5.090337521934427123e-01 8.691695788731459427e-01 2.201452645356094706e+01 8.054116939483915303e+03
3.852339645788298839e+01 4.894435767773755686e+01 8.718449422067184873e-01 4.605877898413544003e+00 7.949320286934701471e+03
3.659331792590580790e+01 1.406635750029053611e+01 1.139782789386684536e+00 4.485368100695623639e+01 7.890082779938349631e+03
3.989501789474167737e+01 3.784881564869505866e+01 3.838864136078385392e-01 2.581593264435246127e+01 8.053010689202976209e+03
3.625068505137554808e+01 4.404320858444907572e+01 3.923215907753371812e-02 6.188661051824824177e+00 8.033555088995211008e+03
3.641515221583065909e+01 1.140560771400410900e+01 1.064878693937653775e+00 1.770064249025342917e+01 7.935616653499465428e+03
3.615545961132598052e+01 2.483727550790654215e-02 3.633310356525884521e-01 3.421599179323244755e+01 7.988305655535770711e+03
3.341596218922165917e+01 1.392104194746104895e+01 8.044968255016154979e-02 3.953395745153954266e+01 8.056481613782433669e+03
3.949348168431674111e+01 1.202413246652027112e+01 6.451355263092643788e-02 4.797168835871521253e+01 8.084379642869153940e+03
3.669432436282590970e+01 7.034134086010956466e+00 2.225704151141361664e-01 3.135659616268085159e+01 8.112813629125907937e+03
3.637424343883900235e+01 1.463513944597066541e+01 9.264724973181177603e-01 7.482353195743507435e-01 7.893480496172452149e+03
3.500701752768540587e+01 9.454127198089884443e-01 1.854429423743847449e-01 2.449060287965945903e+01 8.162941609987302400e+03
3.995436701017495551e+01 6.135854127069255703e+00 1.310784993133448095e+00 5.866669780848977922e+01 8.017975434841724564e+03
3.703186851944631286e+01 1.308231888565229184e+01 1.622151650433904246e-01 2.309617626254004108e+01 8.119810398103843909e+03
3.862587752978147648e+01 1.299023801331268757e+01 1.457446172423051634e+00 2.738201267558205743e+01 8.197130403315704825e+03
3.480840582664549743e+01 2.061987518553244580e+00 2.159274261574035958e-01 2.135131173799297954e+01 8.062159629504105396e+03
3.479512593652257380e+01 1.167154775105324127e+01 5.896548873147273717e-01 4.769807959807500453e+01 8.081515776927432853e+03
3.279865962660043976e+01 1.617918259917924928e+01 2.058655421259400486e-01 4.964240251045450947e+01 8.249655296622462629e+03
3.178478552266880541e+01 4.255558269086173517e+00 4.627011114293954064e-01 5.934773752469845221e+01 7.821347628980880472e+03
3.745517101360231038e+01 3.308488324361655408e+00 1.138735077241255222e+00 1.384865518802459050e+01 8.123954048329403122e+03
3.954355768809662663e+01 8.299550340560212902e+00 2.380964643328814245e-01 5.891805408636308528e+00 8.093419237950173738e+03
3.856482757644788251e+01 3.168528020434069248e+01 7.667387629693911411e-01 3.086228948606888878e+01 8.044527567221334721e+03
3.295535966276937501e+01 2.348238075369185651e+01 9.478075518386916976e-01 4.095305016491856520e+01 8.250692411111836918e+03
3.934679541767437172e+01 2.585795813788350994e+00 1.439667835265678653e+00 1.979527115239219093e+00 8.118412072103528772e+03
3.930539523623085074e+01 8.005964817365235353e-01 5.074772469754817994e-01 9.480482701881626895e+00 8.089132614400043167e+03
3.387385884726909069e+01 9.209825685587469835e+00 4.050730494294876305e-01 1.024005433257558018e+01 8.026546637566597383e+03
3.763796543316032484e+01 3.334706451785201864e+00 7.944240925735577274e-01 5.878196432514067027e+01 8.135518073146517963e+03
3.919065295416496042e+01 3.040356148662735958e+00 8.145298840091244053e-01 5.298795965872769642e+01 7.895859243592028179e+03
3.792652607761535677e+01 3.070988098510129660e+01 1.447464610749214842e+00 5.505153078684245571e+01 8.065797278632311645e+03
3.899727835956074529e+01 5.881743731415054022e+00 1.317939822970946473e+00 1.404463037462997654e+01 8.179257661023537366e+03
3.940154330953273387e+01 3.568580144210378613e+00 2.427878463366512640e-01 6.680011141379279316e+00 8.297267754196274836e+03
3.895417584693656465e+01 8.007798946501159421e+00 5.956624481832439866e-01 1.952207283495892565e+00 7.981716991984917513e+03
3.980827778784225046e+01 1.266915891482005918e+01 5.374167650978790567e-01 1.880758978817317484e+01 8.080403060267459296e+03
3.325680091563917529e+01 1.164508184882745434e+00 3.395313272065104138e-01 2.652004309333204901e+01 8.086373982266146413e+03
3.953560044315003097e+01 1.167802225259847404e+01 1.203475166483739089e+00 4.832327454263728228e+00 8.170492141506729240e+03
3.011877793176968510e+01 1.049184024546803595e+00 2.886658362124930877e-01 1.329421424847143562e+01 7.992300761291620802e+03
3.985607639949647307e+01 3.351449389093053810e+01 1.034612278121905593e+00 5.147522060570754121e+01 7.940957460901695413e+03
3.871300640734359888e+01 2.751356775895230200e+01 5.378316013196487999e-02 3.848243951055448697e+00 7.949534780365560437e+03
3.748893234322281387e+01 2.234470498040263209e+00 1.055633963675776943e-02 2.151852981332456238e+01 7.931392011185866977e+03
3.361512815442917912e+01 2.454949564970820841e+00 6.130639839670506408e-01 1.374091433271111207e+01 7.978030455454907496e+03
3.981533531580252117e+01 4.953683512567360836e+00 1.007201084561159199e+00 5.924155383221990689e+01 7.965310475755837615e+03
3.818379543185153580e+01 1.375212070387278995e+00 2.738173658059788740e-01 1.677361194597584770e+01 7.997412175134677454e+03
3.184380261575009285e+01 1.048117223865417991e+01 5.703963750326932480e-01 2.581003734434983699e+01 7.890746077992720529e+03
3.962082188860469500e+01 5.294747812419932309e+00 3.123630660829392891e-01 2.462834133333426578e+01 8.109422328679460406e+03
3.846664910675172422e+01 5.876701227356289969e+00 1.084264913588984663e-01 1.389597487332562231e+01 7.977636015267972653e+03
3.080231703861964121e+01 7.401963149852036850e+00 7.988146013646075794e-01 3.822191716942548823e+01 8.069831090705427414e+03
3.968281485435008449e+01 9.120263172035370403e+00 1.170817505564856059e-01 4.918632628289595488e+01 8.057609430743770645e+03
3.590796846398990283e+01 1.061846091178382423e+01 2.715889451183265413e-01 5.672170827454885966e+01 7.953966137862689720e+03
3.889284589714876716e+01 5.690874211720124975e+00 5.409318140602613623e-01 1.418539196982634465e+01 8.158854541949591294e+03
3.381356379146332358e+01 4.078209960785237342e+01 8.408658969564525298e-02 5.518879231903120086e+01 8.053609738139031833e+03
3.876236484616049438e+01 4.634733937064791753e+00 1.198686175663933318e+00 3.161058945221612504e+01 8.065766843489471285e+03
3.839692882069927293e+01 2.712410980632993684e+01 7.917956054750461270e-01 4.309468741845574158e+01 8.124200879794995672e+03
3.658502133693015423e+01 7.394582823682470440e+00 5.047501140020221877e-01 2.028945639889139940e+01 8.218319185828342597e+03
3.899675557754072486e+01 9.088657980131733538e+00 1.878793266654585903e-01 1.251226356475502755e+01 7.969231889632044840e+03
3.748439827552923020e+01 9.521526019371998828e+00 9.035230132693852223e-01 6.672463991645699366e+00 8.073021132812828000e+03
3.923453943144118483e+01 2.585280135863163764e+01 1.410833094486341865e+00 1.697060376751216992e+01 7.885489946877210059e+03
3.939732724996221691e+01 1.267387911186777849e+01 2.419325470257926991e-01 1.330895200403079404e+00 8.241992258952031989e+03
3.855513575731345810e+01 7.499096955516303176e+00 6.007668099817869978e-03 3.760356860935724654e+01 7.920658962681743105e+03
3.988048034428056354e+01 6.315811618167800567e+00 5.294582162012283488e-01 5.354846590831152753e+01 8.001918892501180380e+03
3.699922869790346169e+01 7.532114000993301861e-01 5.760337518123321843e-01 1.641497154840825345e+01 8.010149526849045287e+03
3.668922334984502243e+01 1.785132104929471453e+01 9.100038887158213852e-01 5.100871024314113100e-02 7.945649615015241579e+03
3.776898205332623348e+01 2.170009515991006666e+01 1.005336705135666753e+00 4.511708992403143981e+01 8.029740839521427006e+03
3.728752328017649376e+01 2.136022789841503666e+01 1.944557550492490572e-01 1.004400344996741445e+01 8.068576071983606198e+03
3.192952730706179310e+01 5.813067429038961897e+00 1.067380547291916448e+00 2.805297177059900449e+01 8.117825620303235155e+03
3.768203274996135121e+01 2.126533613073246176e+00 1.661914505313110690e-01 1.051960372527282139e+01 8.165795373943268714e+03
3.675387551104731187e+01 3.642185228564781596e+01 3.079050771078940540e-01 9.551932124438856420e+00 8.109373452937679758e+03
3.557740049186192266e+01 1.918253508158656473e+01 5.794129955506480689e-01 5.902154881235141914e+01 7.967356777072081059e+03
3.850960125792050093e+01 3.710624380688115309e+01 5.320623259711325659e-01 9.425821973483849092e+00 8.121478501441397384e+03
3.640441092765244946e+01 4.022512364956675412e+01 2.476815334348362596e-01 4.080293592696848748e+01 8.167470689278804457e+03
3.958695640996337062e+01 5.312399006844937155e+00 9.834440669525669199e-01 2.163398806784813999e+01 8.032854306962514784e+03
3.553959504033609562e+01 2.586395751546826105e+01 7.172715342958141393e-02 2.092451496727210625e+01 8.081553188810996289e+03
3.865242066537570764e+01 2.500167603773001401e-01 3.492881215242935045e-01 1.111538287571457673e+01 8.234338325435388469e+03
3.943475678869896939e+01 1.921519108659241581e+01 5.609654415664616645e-01 1.426636136521904952e+01 8.045599089479523172e+03
3.995842700680921666e+01 1.840828929024425520e+01 3.673331621376869915e-02 1.891054619768319789e+00 8.053583016437295555e+03
3.898595035356375149e+01 9.300208207129724514e+00 1.456036781513862621e+00 2.971711367551967697e+01 7.993660236650172010e+03
3.447128030000954624e+01 4.303075731683224348e+01 5.322590074340419752e-01 3.199735666262458267e+01 7.893381967599971176e+03
3.824826000859051334e+01 2.974690706199948576e+00 3.043208357306291245e-01 2.616686657757406209e+01 8.032235719693985629e+03
3.611136715922832252e+01 2.754486337984018007e+01 2.471941698893481698e-01 3.731141370508122890e+01 8.089364581401359828e+03
3.703132975228704993e+01 1.040175127574848091e+01 7.553761525189715831e-02 1.419863217605480443e+01 8.103399912550998124e+03
3.839111846729153399e+01 6.725214391862305519e+00 8.118752056225353453e-01 1.989820596595987467e+01 8.143071424394571295e+03
3.658747764955940340e+01 9.360401312715897149e+00 2.335466340193065315e-01 1.587198619371973152e+01 7.915057267864565802e+03
3.240940203668964159e+01 2.383493608088576821e+01 6.035352250370249472e-01 1.102404080939280639e+01 7.991562515636017451e+03
3.599926619571030528e+01 2.993075647635339465e+01 4.955732576778891230e-01 1.779444249072422579e+01 8.101375020864481485e+03
3.622035602608608684e+01 3.967644578260162813e+00 7.705054396376087578e-04 9.931639327426294628e+00 8.143604872120567052e+03
3.693713770435216048e+01 9.204535205076546100e-01 4.242889166911475440e-01 5.410734284109271641e+01 8.079465465590869826e+03
3.756026468620808600e+01 4.063751519624679176e+00 1.182555261281127701e-01 6.645778942512299281e+00 8.083920926893769320e+03
3.623632025596033657e+01 2.091319644195182459e+00 6.777207327786356483e-01 9.450105142576001427e+00 8.053114202074868444e+03
3.876210315983145449e+01 2.772663309331404591e+01 2.190613441495636859e-01 3.310127169701430461e+01 8.011432403095985137e+03
3.492256471334736290e+01 6.178421264815312952e+00 3.563644704340253044e-01 3.810378645509408813e+01 8.026058958013553820e+03
3.892185488438493479e+01 2.292448659569179537e+00 6.348183318115974139e-01 9.378473618565145387e+00 8.078079461934593382e+03
3.593784825944108263e+01 1.672006065541378916e+01 4.788089626475894311e-01 4.965330916666020045e+01 8.037287698129877754e+03
3.957738963213984817e+01 2.708533595012574402e+00 3.287057164429020573e-02 5.338854581727179038e+01 8.150757599729254252e+03
3.966802983533766991e+01 1.313139131056285613e+01 1.492053200655699130e-01 1.252584117885824533e+01 7.833289215203853018e+03
3.971367446721795602e+01 1.009980935266538893e+01 3.022040715658383392e-02 3.138527535363178345e+01 7.977652432395993856e+03
3.715047447904387212e+01 8.877767554947308071e+00 5.922670153389393288e-01 2.274025026391444371e+01 8.116663647569326713e+03
3.980312892051820484e+01 1.957694107711388654e+01 4.977829053591581454e-01 3.779195177264569594e+01 8.098078567202719569e+03
3.379195816315164791e+01 4.732202315480674493e+00 1.238652171980752226e-01 9.477859957018763382e+00 8.080779935124995063e+03
3.981702016475910710e+01 9.588677598841830019e+00 1.320254562569636914e+00 2.808113179188146447e+01 7.991310652280713839e+03
3.736103232532479268e+01 3.066470389745412106e+01 9.886430504959256571e-02 5.184674085144049371e+01 7.918930892617682730e+03
3.891102197332103430e+01 3.621208821693265634e+01 2.908640592776526868e-01 4.209761027831645208e+01 8.113565283913007079e+03
3.969866752100911356e+01 1.960731682141716448e+01 8.388900775791839626e-02 2.057698369460624832e+01 8.129056899300675468e+03
3.511978308934701687e+01 4.619107458453450477e+01 3.028136418112142847e-03 2.276553309807927761e+01 8.056602481853077734e+03
3.939608057775878081e+01 2.600907756999524167e+01 9.508781689659336067e-02 1.689783988442190577e+01 8.022656429119713721e+03
3.942157767337823771e+01 1.438271398833039250e+01 5.721214922506380196e-01 3.201974486000879239e+01 7.997940023434645809e+03
3.806369510489123797e+01 4.600505270723111551e+00 3.414136826823891413e-01 3.704216263068806825e+01 8.020986808808146634e+03
3.526943446928577686e+01 1.269117583577592789e+01 1.016297834046470339e+00 3.713073026915372221e+00 8.009362404538730516e+03
3.936328828071322761e+01 2.984114801817069207e+01 6.918732093840047614e-01 2.901053139454300123e+01 7.997031885282449366e+03
3.982904051292017300e+01 3.898704769100594802e+01 5.210965207411973887e-01 2.511208564237283980e+01 8.290259462019123021e+03
3.611136715922832252e+01 2.754486337984018007e+01 2.471941698893481698e-01 3.731141370508122890e+01 8.089364581401359828e+03
3.292312351980541507e+01 1.848067521594842777e+00 2.073137815291521968e-01 3.194516740319289383e+01 8.085627019841169385e+03
3.926690654007929737e+01 2.575735853688000887e+01 3.471738235664667549e-01 2.235642476138320944e+01 7.909474277067151888e+03
3.958577979934015900e+01 5.086114731175853443e+00 7.122332628628806617e-02 3.599913625645467796e-01 8.087523371997323920e+03
3.930894390293015306e+01 1.427428440524584552e+01 3.138193451263264766e-01 4.009001618754162166e+00 8.140161246748961275e+03
3.731049885771454910e+01 3.704693562945902130e+00 8.373285295205263878e-01 5.290826601395965412e+01 8.034892608923621083e+03
3.982961736493258087e+01 5.764379745832460600e+00 7.866006190027202694e-02 1.443941920833994175e+01 7.912562190749621550e+03
3.946724722670035135e+01 5.967923304780492266e+00 2.063253843769104479e-01 1.938942657968457794e+01 8.093492119074451693e+03
3.695147094819614608e+01 1.156330214485563701e+01 6.127009766272683011e-01 2.891244507004270403e+01 8.095978026569076064e+03
3.273154744162999918e+01 8.381881777311514625e+00 5.436334997449732143e-01 2.768232533973450415e+01 8.108665434165392071e+03
3.645461098661142785e+01 2.474224601862250239e+01 2.503326083274724501e-01 4.034598524095142835e+01 7.996616549810291872e+03
3.146280324485996616e+01 1.173759642662172098e+01 3.494214382134834262e-01 3.858283796673583055e+01 8.125795123326892281e+03
3.204247754479054322e+01 1.423777195091069458e+01 1.682999690795001224e-01 2.540982635644554222e+01 7.854477850032993047e+03
3.922501222743898097e+01 3.075500837284872446e+00 9.852890764504069754e-01 5.572601157344757894e+01 8.243784841627197238e+03
3.892145839580192046e+01 2.418858170275948183e+01 1.589242305476583073e-01 1.222348816521573234e+01 8.121908853736722449e+03
3.538746447913941040e+01 3.706747026990607541e+00 1.158272743956091588e+00 1.271794788081387573e+01 7.970373263360825149e+03
3.636844100398469948e+01 5.322290870586168232e+00 8.497457000772118407e-03 1.557386854394888509e+01 8.163270899578002172e+03
3.935107272395855915e+01 2.848320637579031089e+00 2.638329766638380924e-01 4.186847161211633050e+01 8.042500096485821814e+03
3.701515916151936381e+01 3.903300773126801460e+00 7.726320554322774203e-01 1.842537862240982705e+01 7.899190661127508065e+03
3.523407158577475684e+01 1.729905572599465557e+01 8.477143725687713571e-01 2.174966764518336859e+01 7.947198688190487701e+03
3.864276931064676290e+01 1.522725507139738887e+01 4.797280939570874869e-01 5.122716317629156180e+01 7.983666145804805637e+03
3.753676156813089193e+01 4.793594477538168697e+00 4.041129762796286107e-02 4.774464977294702805e+01 7.869860060030081513e+03
3.845104488435776346e+01 3.021251309327477230e+01 1.373293198004444493e+00 4.344627349242073677e+01 8.277867483990514302e+03
3.675387551104731187e+01 3.642185228564781596e+01 3.079050771078940540e-01 9.551932124438856420e+00 8.109373452937679758e+03
3.818102029679210574e+01 3.376013325585264901e+00 6.044749922575789469e-01 3.121272528467185481e+01 8.051149079309178887e+03
3.872664360227420133e+01 7.854415664990465729e+00 1.344055310359424382e+00 3.396966269749901102e+01 8.009065574467934312e+03
3.782217655137898049e+01 8.005351036966960265e+00 5.261527812058865161e-02 5.114132616504048201e+01 7.965726978586798396e+03
3.659331792590580790e+01 1.406635750029053611e+01 1.139782789386684536e+00 4.485368100695623639e+01 7.890082779938349631e+03
3.720181260400708112e+01 3.156646659435516256e+00 7.104776976962361434e-01 2.745555497868544137e+01 8.106434575664041404e+03
3.896600480307048997e+01 6.477540552139646302e+00 4.559959848126662885e-02 1.459517420618623085e+01 7.813149777406452813e+03
3.825525676132819797e+01 2.832135381082096615e+01 1.100463814406947571e-01 2.763019327976303430e+01 8.039280229124440666e+03
3.838768815484116459e+01 8.736336840295317430e+00 4.821547873657849870e-01 3.240691250740093921e+01 8.001780968306022260e+03
3.811855898384916230e+01 4.427539507034865096e+00 5.143578558412367219e-01 2.918945394012912686e+01 8.012499775396937366e+03
2.997022909338219776e+01 2.925717972195068795e-01 1.201918791664186692e+00 4.729200326805769805e+01 8.163904214705436061e+03
3.955008839814477284e+01 1.794145958753103898e+01 4.673212499920362806e-01 1.156058879486492330e+00 8.091149203636622588e+03
3.899626203865007312e+01 2.924209759744206938e+00 7.223381556258213765e-01 4.943798457233557997e+01 8.035414014798140670e+03
3.774188388678392414e+01 3.387866065250821901e+00 1.027820768740999480e+00 3.913852991274948323e+01 8.099688848379446426e+03
3.961688326593751697e+01 1.766677301541945866e+01 3.973841412890694036e-02 5.883475769589647086e+01 8.045292708499639048e+03
3.988225166049193149e+01 1.433419689276419717e+00 7.532343597776849364e-01 9.142842562548880281e+00 7.924975875972678296e+03
3.825293919024944955e+01 1.723202261536541258e+01 1.819934601368310423e-01 1.741367923014989216e+00 8.210921843181911754e+03
3.645461098661142785e+01 2.474224601862250239e+01 2.503326083274724501e-01 4.034598524095142835e+01 7.996616549810291872e+03
3.939805656711057935e+01 6.202357004355429915e+00 2.213295165299160872e-01 3.995353895069087713e+01 7.765682109520040285e+03
3.518220092000754562e+01 4.626168968836578443e+01 3.167403103634566230e-01 4.288554449609412345e+00 8.131964730912653977e+03
3.918672394335658993e+01 3.283239170413078512e+01 5.842571663571831664e-01 8.330208143135502397e+00 7.984129248414714311e+03
3.620710979230057092e+01 1.477407696401289172e+01 8.589404204320352787e-02 4.102999482749018512e+01 8.191399439041618280e+03
3.715315438378088686e+01 1.344470755811649454e+01 5.289016080453166069e-01 1.894857513136183336e-01 7.998027766610856816e+03
3.586175311129421317e+01 2.549448176894903284e+01 6.603894260488980539e-01 1.084575942016422490e+00 7.937632970731852765e+03
3.620710979230057092e+01 1.477407696401289172e+01 8.589404204320352787e-02 4.102999482749018512e+01 8.191399439041618280e+03
3.876327533864426300e+01 8.567190574369867306e+00 1.719479513229476564e-01 2.093018274196018425e+01 7.966553670215760576e+03
3.890385919670805492e+01 1.651320097876925885e+01 1.013697617479364654e-01 4.325343115147938278e+01 7.883316804342491196e+03
3.435835229242834998e+01 2.179665308788578226e+00 1.234027417759485212e+00 5.988869395985576460e+01 8.112282027341935645e+03
3.260276070718477115e+01 1.083669697650391228e-01 7.685039815996496104e-01 1.502203727092475383e+01 8.093844392193427666e+03
3.440319645257072523e+01 2.248063050884628211e+01 3.048246687072171945e-01 1.122229867147322979e+00 8.041867545450128091e+03
3.885931119800669364e+01 3.733831655647815495e+01 5.000481756911510089e-01 5.356307750341250085e+01 8.112312581305929598e+03
3.899996286239644405e+01 3.008632022697744990e+00 1.219945303251361191e+00 1.539378380377585032e+01 7.984538034076477743e+03
3.366728931231487110e+01 3.343599010082454193e+00 6.059923792070475157e-01 1.171972042252533086e+01 8.232564636360379154e+03
3.544679978521926955e+01 1.984950058624632874e+01 1.102510723762136990e+00 1.197792339914603232e+01 8.059379427180174389e+03
3.836766271824906482e+01 1.581108634024752035e+01 1.597909098037126052e-01 5.636158136636411342e+01 7.982620606247144678e+03
3.546055054851049704e+01 4.926462359256574075e+01 3.771849601437288757e-01 3.936897622311412714e+00 8.392284250505708769e+03
3.807937933696834421e+01 2.076035407166253322e+01 6.044389574718451730e-01 1.303686966478830378e+01 8.019209170565611203e+03
3.807937933696834421e+01 2.076035407166253322e+01 6.044389574718451730e-01 1.303686966478830378e+01 8.019209170565611203e+03
