"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_sym_mean","a_sym_stdev","a_sym_median","a_sym_errlo","a_sym_errup","sigma_sys_mean","sigma_sys_stdev","sigma_sys_median","sigma_sys_errlo","sigma_sys_errup"
3.685376419893518118e+01,3.152098532589285185e+00,3.783337623513590842e+01,3.417595069533987129e+01,3.945462047029332098e+01,1.308380854030639640e+01,1.133952896231467911e+01,9.819249955769940641e+00,2.433258446131703057e+00,2.494765721396517932e+01,5.066855983295786015e-01,3.905667787686057379e-01,4.168582783215526444e-01,1.105089267707508593e-01,9.557263469728752847e-01,2.724813818762546447e+01,1.723937801497957523e+01,2.577141012320244329e+01,7.590566975161381791e+00,4.814487242779659226e+01,8.048810131143441140e+03,1.124413344392420271e+02,8.047677075608711675e+03,7.937168792947921247e+03,8.162082453993664785e+03
