weight logl a_v a_s a_c a_sym sigma_sys
0.000000000000000000e+00 -5.314035781260394287e+11 1.613038379662969035e+01 4.819797130363493665e+01 7.726548502656254147e-01 1.579427928174790807e+01 3.690862131945356062e-01
0.000000000000000000e+00 -5.211065154596357422e+11 1.836915726968508977e+01 8.196951852016931994e+00 1.351510040370042631e+00 3.973850587572292170e+01 3.725652094649506973e-01
0.000000000000000000e+00 -4.853306080591639404e+11 2.294336475587191160e+01 3.439246320797381884e+01 1.449190935598827501e+00 3.821349744259644865e+01 3.868732231203907967e-01
0.000000000000000000e+00 -4.724630644761236572e+11 1.248099337215482052e+01 4.487417995571810536e+01 1.195650793149611424e+00 2.347948460434334095e+01 3.929525380961544356e-01
0.000000000000000000e+00 -3.177266421804784546e+11 3.284377561074055762e+01 2.150769078180514526e+01 8.787954118490426403e-04 4.268289934647402362e+01 4.819563137478223847e-01
0.000000000000000000e+00 -2.610836097545639343e+11 6.041602102755095238e+00 3.093487142068823559e+01 1.311305899735276226e+00 5.472496360229480672e+01 5.362749633743834066e-01
0.000000000000000000e+00 -2.567929041901373291e+11 1.623178499740424030e+01 3.812593483848439035e+01 1.197973067008039960e+00 1.886628336992636434e+01 5.402142690611980713e-01
0.000000000000000000e+00 -2.534510163258941040e+11 3.205733726048874388e+01 2.791898276897718034e+01 1.243250642646120063e+00 6.881581353396304834e+00 5.426515850301796284e-01
0.000000000000000000e+00 -2.315558226492344971e+11 7.215071506166319537e+00 8.635632084125749230e+00 1.373428654697359308e+00 5.018414256055059752e+01 5.703694678749527958e-01
0.000000000000000000e+00 -1.974770200336515503e+11 1.570923648039957854e+01 2.131979015953216106e+01 3.832233741823579121e-01 3.056956584603791605e+00 6.185265051611195108e-01
0.000000000000000000e+00 -1.787850971866232910e+11 3.672619308875226096e+01 1.621543124182103668e+01 1.498302577697430582e+00 1.699020502208177241e+00 6.497632750586439521e-01
