a_v a_s a_c a_sym sigma_sys
3.354255781428803118e+01 2.508295427534591582e+01 5.344916694455388306e-01 4.232974319788742612e+00 8.000309099385212903e+03
3.926427101287762156e+01 1.884892519794660215e+00 3.359118333646573529e-01 4.816432585746157002e+01 7.970831955169271168e+03
3.076587353982956685e+01 2.480877394063665164e+01 1.209152662473732986e+00 1.582493265224117884e+01 7.934298400896948806e+03
3.566684490053010848e+01 8.748628543169040483e+00 5.923539312885883756e-02 2.071494023515937499e+01 7.942373923364307302e+03
3.844582522324784435e+01 3.628104552033705943e+01 9.205839684005462376e-01 1.332264627868790363e+01 7.808883354451168998e+03
3.761770701008357776e+01 2.201849710908298263e+01 3.125778446655978760e-02 1.629024747101631121e+01 8.024247929020482843e+03
3.664198203231092066e+01 1.268003769118130819e+01 1.255677417838099830e+00 4.067784848545490917e+01 8.098101706423668475e+03
3.997931726464499746e+01 1.629133558418961458e+00 1.399363619137642123e-01 5.036897377643010998e+01 8.140514322948937661e+03
3.218081330423537167e+01 8.621812988063428662e-01 3.529730694661266099e-01 8.679571120453939415e+00 8.010120796335193518e+03
3.921276662043583627e+01 1.639154418360292631e+00 4.898330856399411015e-01 3.856941952012039820e+01 7.939175387540871270e+03
3.567120040286910410e+01 2.851705286449522347e+01 3.312951481719186853e-02 3.507041598109839953e+00 8.123852706452808889e+03
3.603471176352950067e+01 5.164447398640676035e+00 1.129529071058146261e+00 5.343663954834900665e+01 8.263716401418620080e+03
3.473775091568643347e+01 1.403542347236579113e+00 8.026994397940641068e-01 5.276941216118824940e+01 8.087939668165837247e+03
3.637569672812172428e+01 1.547721359901394678e+01 6.560547051838054866e-01 2.311432273741494470e+01 8.062125270327572252e+03
3.916996639347298270e+01 8.427986261263074041e+00 1.459898648803963805e+00 2.795973107577662020e+01 8.033568076475175985e+03
3.179666866758951826e+01 7.409394903399396659e-01 4.919956907298337345e-01 4.487195777111679007e+01 8.136773077775044840e+03
3.480714755158679452e+01 3.981771953596727087e+00 1.021194625102092246e+00 9.243566576168845472e+00 8.104447671155724493e+03
2.425064370676822634e+01 2.639154396553686333e+00 6.130767580766879887e-02 3.833668339003855863e+01 8.204140097745803359e+03
3.822716711014204805e+01 2.764543307926895110e+01 6.889211985161006746e-01 5.735087830320656366e+01 7.854195010064183407e+03
3.769809642265749261e+01 1.887420796058622585e+01 3.704855709259882168e-01 8.063680409091304568e+00 7.967038450707638731e+03
3.867439900504066941e+01 9.628735890249206619e+00 4.378276227445845881e-02 2.586778191954400441e+01 8.109817659759749404e+03
3.900297252519151670e+01 8.151324910404387225e+00 4.341369542529600056e-01 5.797881299122893850e+00 8.288240691652317764e+03
3.767558970629465875e+01 6.031050508650093178e+00 2.335272842819360317e-01 4.131653616591930955e+01 8.013197608733908055e+03
3.633591705437839892e+01 2.459416859694881907e+01 1.118037281905492453e+00 5.158042571792145736e+01 8.326803495231084526e+03
2.701318720814052199e+01 1.430175733194020893e+01 2.132204545330242673e-01 4.359187827706812612e+01 8.096014222437514036e+03
3.735925353300742557e+01 7.674862619310482970e-01 3.760644394260806989e-01 4.015920325947458736e+01 8.073102112658493752e+03
2.995307760856445611e+01 2.777473125998669445e+01 6.915675996359648137e-01 5.569929710165708059e+01 8.157326257247640569e+03
3.934694922303634712e+01 2.747295782305859468e+00 4.397337812637939214e-01 2.416621608894034168e+01 8.200227337868951508e+03
3.734004198737272873e+01 8.956875580242662505e-01 1.425941782692309090e+00 4.486041587193226121e+01 7.892098531883354553e+03
3.902676574823934175e+01 4.845265933418884785e+00 4.254780763082360862e-02 3.976512128775169241e+00 7.926344736260048194e+03
3.913021104363981095e+01 2.004126868959149377e+01 4.147743694033184103e-01 7.399502295274604791e+00 7.902751798254003916e+03
3.667793884468206045e+01 1.681769600619383453e+01 8.434326833181016170e-04 5.534124216427738929e+01 7.934587223002577957e+03
3.807365234705451229e+01 3.796007570148085541e-01 1.880602706009821823e-01 3.953128868288576570e+01 8.037354944098671695e+03
3.520236452962659257e+01 6.964092128402127324e-02 2.158445362704713988e-01 4.069776987390674350e+01 8.082705997551966902e+03
3.168422185030041049e+01 6.836380321221245282e+00 5.709511224054361067e-01 5.891363437117655621e+01 7.867390723094563327e+03
3.808323040613979060e+01 2.850590269963036771e+00 4.320773968167547219e-01 2.640344692276379845e+01 8.113294766825198167e+03
3.306536308993457851e+01 1.091441614518044467e+01 5.139309318832493423e-01 1.942198582325556799e+01 7.843696078928448514e+03
3.456427054023850332e+01 9.547339723551061752e+00 2.158681250880152835e-01 1.160314801127319662e+01 7.978894369996484784e+03
3.975794519877126731e+01 9.741974059200122937e+00 1.175049844278144989e-01 2.486260092393195009e+01 8.195851814506993833e+03
3.355349421797895104e+01 8.840815486956211444e+00 3.116973934701512405e-01 9.003245194722897082e+00 7.883445832864068507e+03
3.701735150744772085e+01 2.875290193102741299e+01 9.840945831135070598e-01 3.266340850663144835e+01 8.104144720498624338e+03
3.929690770501488117e+01 7.086587982338349079e+00 4.674224663688372750e-02 2.544639440872725800e+01 8.237650691592505609e+03
3.977863624724478342e+01 5.350609941998602181e+00 2.481062295932787709e-01 5.606955790261741157e+01 8.217224559043774207e+03
3.201733785179045100e+01 8.293166090255471801e+00 1.025684953049367798e-01 3.333151254369080618e+01 7.891354871894254757e+03
3.870700956419702266e+01 1.788508701769969678e+00 5.852294114485813159e-01 5.066441687576462982e+01 8.020787785096018524e+03
3.696135100871461532e+01 4.251225751827269761e+01 4.942452805990825704e-01 1.802529559671117454e+01 7.911744025318042077e+03
3.909854425088863650e+01 1.696370595976072337e+01 1.436843613320856750e-01 2.967640887579235809e+01 8.125727082081712069e+03
3.908698349086265722e+01 4.576703807756602771e+01 1.360831893623470068e-01 3.229126043593565498e+01 8.129562212283753070e+03
3.936020446140640416e+01 1.245855481908077600e+01 2.821532326136148017e-01 1.896267972435283511e+01 8.104305711830475047e+03
3.864120150551462984e+01 6.159879570146260086e+00 2.171136677772335655e-01 6.139844602759404246e+00 8.102343872210868540e+03
3.151379352949650681e+01 1.671727149194030915e+01 8.139907912958443958e-01 5.048648112329926363e+01 8.026138738535428274e+03
3.194179591214871650e+01 1.680684555472996067e+01 6.640309164378790929e-02 4.412896323654434383e+01 7.862398459909290068e+03
3.091563025514831153e+01 4.021301418324738819e+01 6.292353455288299258e-02 7.375532526295084601e+00 8.095783770172006371e+03
3.097797300850788105e+01 2.019140939042327787e+01 4.469296261181189833e-01 3.936348946163108309e+01 8.211259883840535622e+03
3.473775091568643347e+01 1.403542347236579113e+00 8.026994397940641068e-01 5.276941216118824940e+01 8.087939668165837247e+03
3.991862118359213696e+01 4.579573067109653728e+00 3.335430958173327687e-01 4.164344206049899810e+01 8.104652437914515758e+03
3.331578488193243714e+01 1.769126147362656720e+00 2.288238900525572106e-01 4.864515703263258928e+01 8.062796082150094662e+03
3.818721052381214776e+01 5.625742037832718090e+00 9.834259719628626328e-01 2.050139901866331726e+01 8.005513256859588182e+03
3.934372598984289482e+01 2.519407258587834519e+01 6.714005818388095737e-01 4.688593343287232784e+01 7.884924514040161739e+03
3.989474173497486476e+01 4.350491032586541351e+00 9.216150644259724078e-01 7.200648669036584515e+00 8.155615077873788323e+03
3.790065063385034705e+01 6.755574223783369803e+00 7.764404415800310599e-02 8.641089982313417295e+00 8.138944254876855666e+03
2.984732267052763177e+01 1.651379860017739176e+01 1.887856363198166798e-01 3.721079349974107942e+00 7.773426106629609421e+03
3.899463152557174794e+01 2.784884110093415899e+01 6.642270582459811057e-02 9.565780543867722585e+00 8.193588149096955021e+03
3.875002591729521839e+01 3.593812888015933460e+00 7.842231676821309616e-02 6.720296829261399374e+00 7.940506987154294620e+03
3.918277870714815947e+01 5.791038660796023585e+00 2.244828610525416712e-01 4.906104601809261823e+01 8.049611846581039572e+03
3.431014897749068382e+01 3.713069680682878015e+00 2.905349476489656191e-02 1.232420370308394553e+01 7.996763862777779650e+03
3.933955772435064802e+01 2.071823531795732087e+00 1.820103521823673298e-01 7.218043896466166842e+00 7.980600316759796442e+03
3.995191907622697158e+01 4.476281900971105898e+01 2.160210415346063006e-01 9.162415633482329014e+00 8.018055781683373425e+03
3.916993294304965190e+01 3.519860521205946391e-01 2.376166423485335799e-01 4.735220361996556449e+01 7.926559164616366616e+03
3.956951232591544709e+01 1.413190986536950255e+01 3.918839175669235342e-01 5.563390577515799151e+01 7.986183260194959985e+03
2.925748770517919084e+01 1.349689996550724658e+01 3.508614921589510161e-01 1.813111863077778807e+01 8.307283098149193393e+03
3.873148294028862892e+01 1.536099002762714782e+01 2.493909304572999863e-01 4.390523953488015252e+01 8.182887009102383672e+03
3.873455085950779875e+01 1.461048529310878763e+01 4.757238836448856034e-01 5.101341267549722858e+01 8.021125333488193974e+03
3.193697233155142712e+01 7.242129176390204037e+00 3.860467607380829169e-01 4.138848923716842876e+01 8.065669578927920156e+03
3.893854808273275836e+01 6.333375187914914717e-01 3.178558496903909347e-01 4.338038639779058059e+01 8.145787125112600734e+03
3.930876981068647780e+01 6.836512362522037201e+00 1.876681609844145782e-01 5.589874841789096394e+01 8.202029489326017938e+03
3.719507026924915039e+01 1.439257862050848047e+00 3.017674163195935844e-01 4.187497901633751951e+01 8.027931664387488127e+03
3.878130915466166329e+01 3.465503539301446523e+01 1.286082928500685840e+00 5.935516198296787849e+01 8.096487251793931136e+03
3.844176275357802552e+01 1.723953971722104583e+01 1.440767351530408691e+00 4.781880270213320472e+01 7.855087313367926981e+03
2.681991592860110885e+01 5.588646919075129560e+00 1.039243292505986904e-03 5.313024348546504427e+01 8.153133955989421338e+03
3.997891147145829649e+01 6.854380348088090713e+00 1.180193965427809299e+00 1.523271050672857285e+01 7.918521074201020383e+03
3.788048051044932407e+01 9.492538267731468693e+00 1.530409939255496510e-01 4.719053098797348156e+01 7.942661783420094253e+03
2.290863759733795035e+01 6.987688260522809003e+00 9.887822035210418470e-01 6.221846596442960120e+00 8.067295688587530094e+03
3.782242307855535302e+01 1.974235091872126446e+01 1.493956229650593492e+00 4.655846664934918167e+00 7.863092853378328982e+03
3.822574984667387099e+01 1.283237701454870106e+01 9.069952562067354895e-01 4.999146878324062726e+01 7.903666257438420871e+03
3.872572889087060588e+01 4.116170059790169944e+01 3.961547882292366651e-01 1.739405671932373920e+01 8.182881125093872470e+03
3.720213840938487238e+01 3.227845612654591889e+01 6.061023801272116263e-01 3.855019729200511591e+01 8.075539740835096381e+03
3.793687965879600910e+01 2.685261024755034498e+01 2.910973757258283334e-01 4.652518032414552351e+01 7.952953925201201855e+03
3.240737385104186075e+01 8.584354650249311547e+00 8.147654015922236592e-01 2.695828186548044769e+01 8.260322975568484253e+03
3.841612001164194368e+01 2.144342591369304607e+00 7.842026666891905862e-01 4.955667187397749807e-01 8.137839837553350662e+03
3.961852212788176786e+01 4.340702307347766009e+01 8.374109303457963893e-01 2.023743631935192511e+01 8.059646546633646722e+03
3.708717007112583275e+01 2.714549760513511156e+00 2.860812936960738240e-01 3.061942860699545932e+01 8.082233159118414733e+03
3.822905764133469120e+01 4.573304407978985964e+00 6.678162223217100069e-01 3.105165648923607691e+01 8.016510105524285791e+03
3.253714002926551530e+01 3.551426346470323381e+01 7.467016041904516177e-01 1.581549170351853917e+01 8.197575663418587283e+03
3.978996642048375776e+01 8.416970821771432298e+00 1.256510621688120999e+00 2.105715272936442162e+01 8.006228066816506725e+03
3.854924361818802936e+01 3.207715791045798182e-01 4.178584476637226541e-01 2.656852093039355722e+01 7.989229717910649924e+03
3.118024467017004397e+01 5.518341925859080455e-01 9.354743483735485088e-02 1.458019132452209732e+01 8.068708305786855817e+03
3.680223863239281457e+01 1.898519507843616339e+01 5.528211852699330686e-01 1.093819243756565740e+01 7.940889949801127841e+03
3.826438891797253916e+01 5.756485353105280645e+00 1.152337105902832282e-01 3.097551924508299592e+01 8.036828532527839343e+03
3.745361339585058147e+01 7.945161157728445112e+00 1.181818471652699820e+00 3.887093755945645324e+00 7.972918104567812406e+03
3.892088238683711410e+01 1.138647319351943743e+01 4.143439423376604758e-01 5.205561257063471459e+01 7.911368403093061715e+03
3.820518224391506124e+01 3.493185888470981126e+01 1.738868241565155737e-01 4.607940753742561846e+00 8.069858221580554527e+03
3.913021104363981095e+01 2.004126868959149377e+01 4.147743694033184103e-01 7.399502295274604791e+00 7.902751798254003916e+03
2.958183964640152297e+01 3.292580618540328175e+01 2.024340771653873605e-02 5.448097395513372732e+01 7.866569576792222506e+03
3.972892290640889712e+01 2.311725908260241624e+01 5.079847146966301463e-02 1.383999644210812363e+01 7.861889965927597586e+03
3.368165305420912148e+01 1.562851691555042333e+00 9.226915035537990306e-01 2.760172856491151805e+01 8.253336041219379695e+03
3.847789766052135008e+01 2.177632567108027217e+00 2.222871817472399925e-01 1.658003182298152112e+01 8.182700857496034587e+03
3.940064032884053802e+01 3.056605991744797990e+01 4.762804749741169630e-01 4.805856672991568601e+00 8.205047229038555088e+03
3.718201934500703487e+01 6.167858892501508095e+00 7.240612902545946750e-02 1.285273425924613200e+01 7.944295111059717783e+03
3.923043446163143955e+01 2.028324053376169900e+01 1.148663792227148317e+00 3.849124338832800873e+01 8.137698436981040686e+03
3.974890260127043717e+01 3.280861836596872028e+00 3.329773464950270823e-01 1.830367425846930729e+01 8.189250007234824807e+03
3.878393368065324154e+01 1.454444709913084743e+01 9.968399529058489250e-01 5.878167395172125964e+01 8.186644601292252446e+03
3.941701286907925805e+01 4.881304581670187215e-01 6.418978359693832125e-01 2.454083245497391630e+01 7.776120088759583268e+03
3.419438499682188137e+01 4.532861386015360239e+01 3.647879659785840945e-02 3.994397023944575409e+01 8.202164391268846884e+03
2.922049718775372185e+01 1.408348949056193966e+01 4.551306499775601422e-01 2.018613073895981813e+01 8.028343170384699988e+03
3.687240005281580579e+01 7.741425864579321026e-01 1.954144736903689339e-01 1.904327511447772991e+01 7.999238592552621412e+03
3.732247125219855377e+01 2.172272641593386311e+01 2.030286638882334294e-01 5.254675018009820775e+01 7.823582910953764440e+03
3.633419696827161260e+01 3.642757181361776286e+00 2.797475633567628184e-01 7.193540139897256935e+00 8.083693420028514083e+03
3.577237692900870059e+01 1.026554477738379312e+01 7.466037617066328957e-01 4.841437137386165546e+01 7.857310688682015098e+03
3.864406083886414933e+01 5.453714371562194074e+00 9.489926117179297016e-01 3.953263943162201599e+01 7.995658121211251455e+03
3.703846837679930815e+01 2.867252855885152840e+01 1.281204682416390295e+00 4.863392160573626199e+01 8.241374728265574959e+03
3.567120040286910410e+01 2.851705286449522347e+01 3.312951481719186853e-02 3.507041598109839953e+00 8.123852706452808889e+03
3.523725904710592260e+01 1.536889886091663193e+01 1.144306878061113197e-02 6.081608002014867509e+00 8.130789714378123790e+03
3.911148785442989606e+01 1.565066373951581880e-02 5.173930082167782496e-02 5.747480779815106899e+01 8.187472657798444743e+03
2.823321649440978831e+01 3.683801261810755534e+01 1.028589189394940151e+00 2.084778674690292632e+01 7.962699500129903754e+03
3.194972866739559691e+01 1.295036412735691478e+01 8.851239722171346802e-01 5.301635424395331597e+01 8.101202628146767893e+03
3.638111913255967522e+01 4.200864437667687135e+00 3.520628948623108490e-01 5.532821496608392664e+01 8.075034386320933663e+03
3.873152312192753044e+01 2.467664316752117504e+00 3.540762946101607689e-01 4.950186698533763519e+01 8.158415741293914834e+03
3.918170809389311415e+01 4.636861906193578520e+00 1.270656367672696518e+00 1.535576001415669367e+01 8.067471800449689908e+03
3.996438929109295657e+01 3.598220706096773913e+00 1.081586156402783550e+00 3.688217497317746307e+01 8.174354618230072447e+03
3.588112436954534701e+01 9.764175664884227501e+00 4.470465270236358979e-01 4.452431590004620432e+01 8.021390638122974451e+03
3.924595890993396807e+01 2.116131842499508586e+00 4.462477055499329825e-01 9.484362580840099977e-01 8.099772801684540354e+03
3.961852212788176786e+01 4.340702307347766009e+01 8.374109303457963893e-01 2.023743631935192511e+01 8.059646546633646722e+03
3.994502741234767740e+01 7.858042139604299869e+00 4.700600901618067762e-01 2.138938081740191421e+01 8.218434549564781264e+03
3.911997864238021094e+01 1.176158934008375923e+01 2.287672744149881199e-01 5.173629286104373648e+01 8.040388518060693968e+03
3.715500821423346167e+01 7.902998963930166099e+00 4.575356391660390654e-01 5.765753194365409939e+01 8.072075932154965813e+03
3.677037320191121239e+01 6.631891442977789097e+00 7.098786550298634701e-01 5.804845690998297059e+00 8.204638927248592154e+03
3.937447842681977050e+01 9.600116019648714527e+00 2.847006561293212723e-01 5.183017023135946744e+01 8.085531438733138202e+03
3.772642375592010922e+01 5.879629323682424413e+00 4.853343495642334915e-01 1.897234342476779290e+01 8.234891346677868569e+03
3.323848197213656164e+01 2.519376610726565247e+01 7.328783522255983840e-01 1.167015793466429363e+00 8.021034398418653836e+03
3.897059591000679291e+01 4.596448879810685284e+00 1.308090434121441659e-01 2.988850477821966223e+01 8.022948076416220829e+03
3.668376839003550316e+01 8.813263507780749961e+00 6.930395824645783909e-02 3.487021048642624521e+00 8.094726196615985828e+03
3.728388839547464073e+01 6.958288178870021490e+00 1.105506603135787136e-01 4.594398410227982055e+01 8.016551383381504820e+03
3.814826521250984115e+01 2.740081310832080419e+01 2.072508872573139427e-01 1.419848531733096841e+01 8.242176537280123739e+03
3.649399810669527966e+01 1.575536549650026963e+01 5.920105754881157534e-01 1.766181122220832833e+01 8.074410322747437021e+03
3.300390414307135245e+01 5.825477328234403451e+00 2.775317853702068405e-01 5.225454823973056051e+01 8.095687464927533256e+03
3.049541054774811144e+01 1.551535005699635406e+01 1.126484053311269662e-01 2.243138087838655892e+01 8.128739522346803824e+03
3.837953219815016581e+01 1.256188415983123186e+01 8.890484353119163519e-01 4.612164441381340296e+00 8.091846468284348703e+03
3.976431862990925481e+01 9.609106732056750033e+00 2.049875515931127712e-01 2.642320199553067894e+01 7.709827115398609749e+03
3.763588077117734088e+01 3.260731888396147582e+01 1.445603012863554637e+00 9.306762858679903161e+00 8.031324399310577064e+03
3.885596847696467648e+01 1.030773890457156483e+01 2.200041555380685687e-02 1.107908095588374664e+01 7.970629174778950983e+03
3.672456406754216118e+01 2.500416303724346534e+01 1.554902916289780945e-01 5.935267031200382348e+01 8.136725929461307715e+03
3.887454721301264726e+01 3.206522170349992873e+00 4.442081051959891891e-01 4.674858031469550035e+00 7.780860804835043382e+03
3.741531380291883124e+01 4.647105125373536261e+00 7.782129622182765161e-01 1.113468674864630614e+01 7.958982617700668015e+03
3.728293278824630619e+01 9.538697561103365530e+00 5.902979014869711438e-01 1.360377276082579101e+01 8.029425964515513442e+03
3.082638745307416173e+01 4.041396243003244138e+01 2.121225007476711111e-01 3.054349357489155636e+01 8.072678757488866722e+03
3.665040404704951982e+01 1.431646032045433170e+00 3.925373982801556028e-01 5.436415953625016328e+01 8.054698168657771930e+03
3.439671287899165719e+01 1.022571145284005611e+00 9.117182081271760219e-02 3.815483834356909654e+01 8.201432501912977386e+03
3.935468825078577737e+01 1.707624320641564353e+01 1.283644022769226956e+00 5.526601913323500526e+01 7.954131742589199348e+03
3.049541054774811144e+01 1.551535005699635406e+01 1.126484053311269662e-01 2.243138087838655892e+01 8.128739522346803824e+03
3.572502188730094019e+01 2.892889736033300796e+00 4.209279076428965594e-01 5.298860918596448499e+01 8.124282391783593084e+03
3.572216255077552205e+01 2.629705522532139739e+01 2.471388961998006728e-01 2.112012337935698625e+01 8.182899812009738525e+03
3.983352093386267256e+01 4.542797924290035816e+00 1.212327439121985595e+00 4.439273768426768640e+01 8.178981568213095670e+03
3.860606373834578875e+01 2.814135496662731839e+01 4.394847130179375116e-01 4.111631862313219088e+00 8.095532720931212680e+03
3.285648802469619056e+01 1.418803991044954671e+01 1.312217366403642060e+00 1.199265903823906321e+01 8.114788423389048148e+03
3.809085349111290242e+01 2.896296550320675234e+00 5.057420942536884345e-01 9.722458650260586310e+00 8.074237992812226366e+03
3.372327264044461259e+01 1.707946580850686047e+01 1.869338063999537447e-01 1.293625848183969573e+01 8.021771850649210137e+03
3.245425534724944328e+01 4.904265838317060400e+01 5.057294274054896510e-02 2.661799546551529971e+01 8.078352798748341229e+03
3.910161183836544296e+01 1.123646197840710492e+01 1.458664571440374313e+00 5.120557955465795885e+01 8.002527399617291849e+03
2.681991592860110885e+01 5.588646919075129560e+00 1.039243292505986904e-03 5.313024348546504427e+01 8.153133955989421338e+03
3.293948616713844757e+01 2.493175100963426871e+00 4.956568639861250181e-02 6.560540162941066455e+00 8.186648057376782162e+03
3.936437023673188662e+01 3.384025992527036397e+00 7.761048375844157299e-01 2.399744047310555572e+00 7.884746931591233988e+03
3.686146333582299661e+01 6.275924638712659487e+00 3.654524870866447950e-01 6.859552083695876767e+00 8.022979150630576441e+03
3.969628369033610227e+01 9.732173664965168669e+00 2.176352998286075757e-01 3.859761859287891639e+01 7.885352691793092163e+03
3.753655652875210791e+01 2.525411099076066535e+01 1.000275582219015469e+00 3.092425062103995970e+01 7.966210828971155024e+03
3.775877107731029270e+01 1.397058491172555961e+01 9.074428711895046185e-01 2.194644882848742995e+01 8.037018727636663243e+03
3.724780874447568380e+01 1.787390752188194298e+01 5.887621328816259325e-01 2.402790540179333689e+00 7.952015021196052658e+03
3.847602897120422938e+01 1.393527470102219290e+01 7.546904808227800077e-01 2.496812436821917558e+01 8.054701498385517880e+03
3.409297670006397141e+01 2.529176800776080114e+01 7.558336735182378252e-01 5.005538820267608990e+00 8.005595885590681064e+03
3.838853566847433996e+01 3.537150626388307018e+01 1.374075643165690641e+00 1.106369146994410357e+00 8.003971243411082469e+03
3.971164643604925004e+01 7.492607608992388535e+00 3.143776508975167916e-01 4.696582554252840680e+01 8.129300990019676647e+03
3.052353148707841157e+01 2.672413758330738354e+00 9.925396824137585616e-01 2.461540688360040363e+01 8.061772337972334753e+03
3.994833440469119523e+01 2.932822153246636887e+01 3.097268354709434846e-01 5.212159834269791503e+01 8.012799006768211257e+03
3.910161183836544296e+01 1.123646197840710492e+01 1.458664571440374313e+00 5.120557955465795885e+01 8.002527399617291849e+03
3.971164643604925004e+01 7.492607608992388535e+00 3.143776508975167916e-01 4.696582554252840680e+01 8.129300990019676647e+03
3.692539741335382786e+01 4.679104150812027996e+01 1.404981974761958519e+00 2.724513743913509956e+01 8.030450601037072374e+03
3.909052431728627397e+01 4.342372170620376060e-01 1.142831832288954352e+00 1.370783725483478932e+01 7.987527678223223120e+03
3.150134047512154467e+01 5.806962498359134806e+00 1.503810154075900518e-01 5.015117192121527978e+01 8.052484106522717411e+03
3.368013590688683934e+01 3.543106842238910303e+01 5.218802680551672957e-01 1.117935170259129407e+01 8.068405637498555734e+03
3.786150485272364818e+01 3.363659936901902370e+01 9.319944466369570191e-02 5.211870069008588757e+01 8.099629122400699998e+03
3.984486120102365447e+01 3.622367757468170879e+01 6.044197612427677502e-01 3.771470329249357878e+00 8.130343752775804205e+03
3.982801925608115567e+01 1.540083999656020630e+01 1.821144371620962432e-01 4.134731279087442424e+00 8.101914263964098609e+03
3.997270455357657681e+01 7.067627438626948866e+00 6.547848821635887662e-01 5.715504605374243852e+01 8.119648498449504586e+03
3.595929552589817035e+01 1.768005592577126706e+01 5.852658456517861874e-02 1.812931153656630601e+00 8.143254194291279418e+03
3.990290729145879567e+01 1.015922652758560085e+00 3.409216660855053649e-02 3.687033219541058227e-01 7.907710597438362129e+03
3.129652067672399340e+01 2.417679699100489543e+01 3.612803148003729259e-01 5.894968478031189818e+01 8.135044277397861151e+03
3.581924571775677180e+01 3.208802865543058402e+01 5.283573872146076766e-01 4.841022962423254228e+01 8.155497559639762585e+03
3.891662153823711634e+01 4.537306743994939939e-02 9.634917503643529724e-01 3.374410526870486393e+01 8.310035088804728730e+03
3.917234074479495831e+01 3.011573593201963828e+00 1.692911973593919095e-03 5.821934831227495266e+01 8.086666125393360744e+03
3.323848197213656164e+01 2.519376610726565247e+01 7.328783522255983840e-01 1.167015793466429363e+00 8.021034398418653836e+03
3.431014897749068382e+01 3.713069680682878015e+00 2.905349476489656191e-02 1.232420370308394553e+01 7.996763862777779650e+03
3.960703182522319565e+01 4.092676141503027720e-01 1.749673097919184905e-01 3.183868118040548012e+01 8.048628251646451645e+03
3.165538947720131802e+01 2.661139093928893828e+01 2.355907698873694056e-01 5.548397337096596260e+01 7.977489443636060969e+03
2.568045139674519106e+01 1.202455617566167945e+01 3.867215161415689106e-01 5.623444892727660971e+01 7.932938211038254849e+03
3.602462102843781366e+01 3.532455272876014352e+00 3.917364808212741578e-01 4.198070778604311215e+01 8.282377391128145973e+03
3.899151810130611295e+01 4.486334009531324085e+01 5.882115418969821041e-01 1.565087696023745067e+01 7.812251746577345330e+03
3.686297125776918193e+01 5.450846188084511823e+00 1.682762290561010121e-03 4.949604498414411324e+01 7.995462051248946409e+03
3.780914516851433405e+01 7.049776659468625972e+00 2.966656541869541197e-01 1.753818826794394070e+01 8.006469557641922620e+03
3.981997516021328209e+01 4.112885255519671546e-01 9.700616191493298401e-02 2.471380783284763893e+01 7.884214402613198217e+03
3.979450510949929765e+01 8.956784126523801959e+00 4.648177082485765998e-02 2.176489501424098449e+01 7.949079002842782756e+03
3.778505689499205999e+01 3.277921696819275610e+01 1.832609223212909588e-01 3.398410604085254505e+01 7.917879912280835015e+03
3.976584057138278894e+01 3.841586279154743266e+00 3.088991298267906305e-01 3.806162231380063332e+01 8.095471064085564649e+03
3.411401289394362379e+01 7.712069031467503777e+00 2.957694769542758007e-01 8.863171596856134205e-01 7.995967073956022432e+03
3.881196532263899002e+01 3.385862063053690640e+00 1.743959405881921332e-01 1.497609382246184673e+01 8.146429940159259786e+03
3.551234945153433387e+01 3.162322054392478421e+01 3.471805864529446395e-01 3.735011595447448940e+01 8.112245356262416863e+03
3.811655807431180421e+01 8.563152500684060087e+00 7.946429617279384683e-01 1.807470757320805976e+00 8.037493743757402626e+03
3.565448351747102862e+01 1.721215847659149478e+00 1.440034095462864316e-01 2.587487292423123719e+01 8.138428652774760849e+03
3.207176493819149243e+01 3.750675780550410821e+01 6.945025593885248982e-01 2.630737605897314069e+01 8.029837952352448156e+03
3.983927590574286626e+01 1.585826403340344903e+01 5.305032708690942123e-01 4.773147736198551883e+01 8.059472218035988590e+03
3.424695917027835179e+01 4.256928495322333106e+01 1.621747751734784748e-01 4.351591374499347609e+01 8.005744854762300747e+03
3.997891147145829649e+01 6.854380348088090713e+00 1.180193965427809299e+00 1.523271050672857285e+01 7.918521074201020383e+03
3.923547680512353253e+01 2.864080574222432674e+00 7.723556328529755932e-01 2.184340569319052250e+01 8.210216010880427348e+03
3.887454721301264726e+01 3.206522170349992873e+00 4.442081051959891891e-01 4.674858031469550035e+00 7.780860804835043382e+03
3.842148962536343504e+01 8.538545565072455545e+00 1.923449626833623749e-01 2.022151272171137393e+01 7.938646346418318899e+03
3.779285567949478519e+01 2.682892204370605072e+01 2.007289998388037122e-01 3.204806122187635964e+01 7.877840263219598455e+03
3.988693352333921638e+01 2.427709672354608728e+01 1.925252334530535847e-01 2.880092240731105591e+00 8.077665506951160751e+03
2.913146999675508297e+01 8.276685025516309580e+00 1.953566935778983382e-01 5.749279335561021043e+01 7.992754948225829139e+03
3.572216255077552205e+01 2.629705522532139739e+01 2.471388961998006728e-01 2.112012337935698625e+01 8.182899812009738525e+03
3.159649305991115043e+01 1.804639426412067493e+01 1.068527019106283671e+00 1.297045746366026009e+01 7.946706233609909759e+03
3.692856740133884585e+01 6.698980918383040439e+00 8.066245850156186226e-01 3.427826154029425965e+01 8.169704386778093067e+03
3.936923665958789798e+01 6.280381329864287210e+00 1.757681199751855161e-01 2.342553779642254597e+01 7.793552563392158845e+03
3.842489783423199157e+01 1.639939729996623186e+01 4.946466965738501864e-01 5.895497912088596415e+00 7.834214157051173061e+03
3.900539832737337775e+01 2.939788744336357063e+00 1.018211031266058053e-01 1.449680677075331303e+01 8.118844018889501058e+03
