a_v a_s a_c a_sym sigma_sys
3.788373593989432209e+01 1.040644590732991936e+01 7.740223703390711751e-01 1.124546522969056817e+01 8.065713892307302558e+03
3.879237135805138337e+01 2.205621092028827945e+01 2.900567732373096619e-01 2.664941359243103491e+01 8.001503583198481465e+03
3.793687965879600910e+01 2.685261024755034498e+01 2.910973757258283334e-01 4.652518032414552351e+01 7.952953925201201855e+03
3.637509337913412111e+01 5.670496054117481144e+00 6.671301689688066139e-01 3.229685386295248861e+01 7.998049791187532719e+03
3.555147890384579057e+01 2.002738362496589986e+01 9.514103114881681256e-01 5.095807130378690175e+01 8.036288964921931438e+03
3.877267673974617423e+01 7.897310602584675543e+00 2.063664235979736916e-02 1.198492985772127284e+01 8.063541841132152513e+03
3.941874552565035117e+01 3.619815864115404125e+00 3.952391655321901842e-01 4.249341257586194587e+01 8.079860433839739926e+03
3.952572594662426297e+01 4.754983969426695545e+00 2.741615573336506628e-01 5.860916984022021836e+01 7.888857365874426250e+03
3.703173108510749501e+01 1.423001891427763077e+01 2.027863702932603540e-01 5.725209600215106320e+01 7.976788451298050859e+03
2.990047420252525967e+01 2.803366412382144901e+01 1.946877876492440484e-01 1.269877291280193532e+01 8.204235699238046436e+03
3.317696256958959822e+01 5.787581211737290232e+00 6.910550019534107413e-01 1.916706435447637347e+01 8.110024673638830791e+03
3.986937723072925621e+01 1.402654167884942815e+01 1.977552905096504610e-01 4.710964345104960671e+01 8.079599391369479235e+03
3.360513213437178592e+01 6.308028622019208775e+00 7.068189089492696309e-02 1.593921418143728985e+01 8.236409322720852288e+03
3.816898750133535856e+01 1.724155553712623856e+01 4.787956393262786103e-01 4.471827515021930211e+00 8.189134254508958293e+03
3.478405956192254678e+01 1.494146548670194363e-01 8.851612995602126110e-01 1.458761856548277391e+00 8.144233993344248120e+03
3.111992192676625280e+01 1.340490719259874730e+01 4.438605210765325659e-01 3.944778090252482627e+01 7.969119644789899212e+03
3.919528153743272725e+01 1.091354760159455317e+01 3.017369164702148332e-01 5.666389880059780637e+01 7.971331095848306177e+03
3.191952442452893735e+01 2.164485121745979512e+01 2.200241082007205751e-01 4.158313458773056226e+01 8.098836953691367853e+03
2.534076007736538472e+01 2.419537505064317884e+01 1.376335750367684851e-01 4.363484993071944729e+01 8.358589104282222252e+03
3.140996036990532758e+01 2.321809457515056252e+01 7.716580283607825663e-01 2.817126437508604653e+01 8.075975781819228359e+03
3.912251829743210862e+01 5.482391371190276086e-01 1.332168584986411775e+00 4.208718904016583906e+01 7.925694605508477252e+03
3.717098873172280804e+01 3.199919828469229444e+01 7.094885782478186353e-01 5.448020295371933486e+01 8.121010403315923213e+03
3.677037320191121239e+01 6.631891442977789097e+00 7.098786550298634701e-01 5.804845690998297059e+00 8.204638927248592154e+03
3.814168981826760785e+01 5.315533239467082005e+00 6.855518853792386125e-01 4.709811589383836150e+01 8.174661720659038110e+03
3.468715456945741948e+01 1.952926716096636284e+01 3.860309181015429414e-01 1.504166000901344802e+01 7.910428301775505133e+03
3.402407133978513798e+01 5.493772500519137125e+00 9.492730177754813425e-01 2.618816967760866987e+01 7.972073896398326724e+03
3.578669681724285567e+01 1.535128440585885379e+01 4.960490309701447997e-01 6.604979480276464976e+00 8.091856678004438436e+03
3.665768022177975638e+01 1.274853087014113484e+00 5.489757795371800198e-01 3.362894337590589089e+01 8.143429037848431108e+03
3.984790226158327187e+01 1.796582164805457893e+01 1.951983627498446172e-01 2.660209843257968743e+01 8.021925316533713158e+03
3.985916820308958819e+01 1.177719979501584824e+01 4.810972593700559852e-01 2.250417834359863889e+01 8.083408190781821759e+03
3.677570060960206177e+01 3.432613746540697264e+01 6.036605316287499967e-01 4.159070054742966960e+01 7.936591774901669851e+03
3.483880015359692095e+01 4.646803862180203737e+01 2.579380589268942536e-02 1.487407157475877106e+01 8.000834909598728700e+03
3.946826903142869014e+01 1.917204916155526107e+01 1.184263303787062460e+00 2.844488760997727628e+00 8.170528138470437625e+03
3.968903843344430271e+01 1.622518290006043529e+01 9.044324799846514829e-02 4.780266494831972324e+01 8.059580873524989329e+03
3.463362461075075771e+01 1.619492812610622678e+01 2.986576817239631754e-01 1.857377890419108368e+01 8.308851920660466931e+03
3.912251829743210862e+01 5.482391371190276086e-01 1.332168584986411775e+00 4.208718904016583906e+01 7.925694605508477252e+03
3.759525728497049357e+01 6.954256783090216665e+00 7.574223409858824585e-01 1.497849890825964092e+00 7.917324974301427574e+03
3.452300341507847747e+01 7.626232153038378314e+00 1.283057714729978760e-01 5.303645714309775627e+01 7.999049491989869239e+03
3.977913050174085896e+01 8.602122180877067592e+00 1.481287544560895508e+00 5.721757163827206938e+01 8.233849831789520977e+03
2.833578585753058476e+01 6.979283342394430711e+00 9.996030146699991237e-02 2.638779132092811253e+01 8.036846543411185849e+03
3.268093847192105983e+01 4.332398613974911328e+00 1.309930119773269563e+00 4.925268913678342386e+01 8.185975599547287857e+03
3.923112084353581963e+01 2.527278024720460792e+01 7.458304988335141550e-01 7.909959969256714629e+00 8.166537021945528977e+03
3.173811883108798426e+01 1.672117277490819021e+01 4.584204646063754773e-01 5.244284465086943925e+01 8.021308174846638394e+03
3.385303126482348546e+01 4.951942678297483802e+00 1.129073231323878823e-01 3.379769538302619480e+01 8.055416108424189588e+03
3.719660487507956503e+01 1.314952982253462821e+01 5.382066397038929306e-01 1.268978617516562224e+01 8.039182907771632927e+03
3.925557774258430044e+01 9.030101010229612868e+00 5.413419698322905482e-01 8.202787450034730199e+00 8.123554218492339714e+03
3.887454721301264726e+01 3.206522170349992873e+00 4.442081051959891891e-01 4.674858031469550035e+00 7.780860804835043382e+03
3.815827699899396208e+01 1.804033881923395910e+01 1.479630236837734536e+00 3.685919288176271635e+01 7.960940827085377350e+03
3.900267821955070957e+01 1.137747011558465715e+01 6.729362096854974995e-01 3.312136242250793572e+01 8.129883228415372287e+03
3.312263599637365985e+01 4.819422335017175207e+00 1.083487283928444844e-01 1.299278325401069800e+00 8.018969881466707193e+03
3.947950675253060382e+01 8.807858430496622759e+00 5.194505991729185812e-01 1.217912241636289217e+01 7.986592500178244336e+03
3.880334085197369376e+01 8.108848255271523087e+00 1.024752517977497890e+00 1.054007427984725709e+01 7.939457935932904547e+03
3.112096127952693436e+01 4.914851298149527814e+00 7.193380008316625496e-01 6.351305926218843823e+00 8.100284427791082635e+03
3.362636429920419801e+01 6.253401645667625353e+00 2.999140510853011143e-01 1.935727734378460951e+01 8.006859754437420634e+03
3.577608010393718985e+01 1.968506870477249748e+01 1.470854163952005855e+00 8.161114309575522086e+00 8.047405317734184791e+03
3.995788113737985725e+01 1.494216871054865869e+01 4.900414145230347907e-01 2.379705357510304253e+01 8.009609031721900465e+03
3.414058593222304694e+01 1.075268745825207972e+01 4.881890762273788931e-01 5.196426547886069613e+01 7.974737820191593528e+03
3.900267821955070957e+01 1.137747011558465715e+01 6.729362096854974995e-01 3.312136242250793572e+01 8.129883228415372287e+03
3.368165305420912148e+01 1.562851691555042333e+00 9.226915035537990306e-01 2.760172856491151805e+01 8.253336041219379695e+03
3.372327264044461259e+01 1.707946580850686047e+01 1.869338063999537447e-01 1.293625848183969573e+01 8.021771850649210137e+03
2.802015119145922384e+01 4.214330644867180808e+01 5.773129549823909912e-01 9.207441412702591421e+00 8.097118799107020095e+03
3.468482094378296665e+01 8.613369759240402379e-01 3.499129777207110603e-01 3.773452584684572031e+01 7.973683517626196590e+03
2.989040696921381723e+01 2.188524694088824063e+01 2.890631468000687265e-02 2.870808001479687732e+00 8.148819408843756719e+03
3.688892363201638602e+01 5.822557178478973139e-01 6.780073536246740418e-02 4.103823389964878032e+01 8.167039167715984149e+03
3.781944688058031545e+01 1.864070841462769934e+01 8.514130595966250270e-02 5.757579952514641519e+01 7.969765787232471666e+03
3.943886717298165934e+01 2.349307420409057379e+00 7.746580394599129615e-01 2.788295577100607048e+01 8.014588984824801628e+03
3.888419394786995298e+01 8.966019113366467508e+00 2.160645774219874526e-01 2.821947440785753258e+01 8.025911273826895922e+03
3.918170809389311415e+01 4.636861906193578520e+00 1.270656367672696518e+00 1.535576001415669367e+01 8.067471800449689908e+03
3.651394035025292339e+01 8.562074578765070498e+00 1.100551881278922117e+00 5.705329972976051067e+01 8.236347574376119155e+03
3.720263363835734793e+01 3.368050305066477534e+01 3.053364068315659319e-01 8.206890615547555612e+00 7.961295892232841652e+03
3.294156562653705578e+01 5.055486080952492634e-01 1.130738309815043641e+00 1.542250692676920831e+00 8.162618731721566292e+03
3.752031693022551906e+01 1.918623221449113814e+01 5.470274997596616395e-02 1.738256411973496185e+01 7.967060321176838443e+03
3.586029881686567222e+01 2.551594438407937560e+01 7.986146388138627428e-01 4.889263395640026744e+01 8.082868301089219131e+03
3.606576074675804477e+01 8.162522424220828299e+00 3.107330631391769238e-01 4.045273686374873989e+01 8.196016922298043937e+03
3.909366055260453265e+01 3.409899816938319361e+01 7.650108421543895254e-01 3.329284254128254616e+01 8.234029054184969937e+03
3.936923665958789798e+01 6.280381329864287210e+00 1.757681199751855161e-01 2.342553779642254597e+01 7.793552563392158845e+03
3.397528764255577016e+01 9.831805846098329305e-02 1.191448686520920841e+00 4.419812325059463376e+01 7.982907010492371228e+03
3.647329259173488936e+01 5.707442795642678313e+00 3.305072551885880339e-01 1.783651415552674635e+01 8.111539579174601386e+03
3.603390279206893609e+01 5.260065781701264598e+00 6.540398670124860647e-01 9.484041507943407723e+00 7.973285540771791602e+03
2.738193096443524155e+01 1.023899817775944854e+01 1.056457577617606614e-01 3.190404848223946033e+01 8.107894319388091390e+03
3.912409475756797406e+01 1.114076274194172633e+01 7.129180483204647922e-01 1.836737468010877450e+01 8.028782611601165627e+03
3.743255321852196005e+01 5.329198308158273889e+00 3.173623108461024467e-01 1.795239624491243191e+01 8.131955151723140261e+03
3.222014741297263640e+01 1.172405901471909928e+01 1.188166773246101260e-01 3.372344470498904911e+01 8.160591973319971657e+03
3.800438556547940294e+01 4.073960163584092697e+01 2.207994128734558636e-01 3.735564004868081867e+01 8.037042690676284110e+03
3.661898376373016362e+01 2.117786289417700729e+01 1.242836787345243388e-01 9.629166147454084168e+00 8.125748295391066677e+03
3.332968226317369442e+01 1.130177290292091996e+01 2.921462402757812882e-01 4.301965173025516265e+01 7.880545182876581748e+03
3.816143136737515107e+01 7.605516189977270081e+00 1.045503405604424119e+00 2.508529546601353388e+01 8.037171949761801443e+03
3.715954118372150106e+01 2.354930312815066884e+01 6.799693343779449339e-01 3.016485315307918569e+01 8.097955463771435461e+03
3.757982491929916335e+01 4.804819522023954015e+00 3.782643763171309459e-01 9.232721089393914227e+00 8.111992681853263093e+03
2.833578585753058476e+01 6.979283342394430711e+00 9.996030146699991237e-02 2.638779132092811253e+01 8.036846543411185849e+03
3.677037320191121239e+01 6.631891442977789097e+00 7.098786550298634701e-01 5.804845690998297059e+00 8.204638927248592154e+03
3.301587928451447596e+01 2.265292428347094500e+01 1.460852860608846893e+00 1.877199003918566333e+01 7.991459488955508277e+03
3.938610556488536929e+01 1.477083906447717609e+01 1.539824158525299191e-03 2.150414605449065775e+01 8.118009912737434206e+03
3.960768235359652323e+01 1.152252366836584230e+01 3.331348355786796223e-01 4.547057370501165963e+01 7.980094256738339027e+03
3.929948230179107327e+01 2.714392275758210715e+01 2.854353908001462381e-01 3.793845073894345177e+01 8.038407793778855194e+03
3.820294077928151921e+01 1.739016029429978971e+01 3.496077731403585132e-02 1.576927608222806043e+01 7.936343579704477634e+03
3.996355840828452699e+01 1.278384826356883686e+01 3.244685762461033685e-01 2.695819048860982292e+01 8.105612412373036932e+03
3.528385852989113403e+01 6.870221522067057940e+00 6.837711917618145563e-01 3.963467199656373907e+01 8.060789092981566682e+03
3.804621460278418255e+01 4.557262943336468197e+00 1.690822615511434202e-01 4.025829787656377334e+01 7.980734902191737092e+03
3.390076411913869947e+01 2.601063406674189338e+00 1.299857448127472725e+00 4.268401265746993190e+00 8.025188743057501597e+03
3.171119924942034274e+01 6.969747709690923720e+00 7.019204274955794798e-01 4.339523705474970683e+01 7.849384152486466519e+03
2.628884249569700060e+01 6.201595753297681313e+00 4.407591469013782959e-01 1.055044867770665462e+01 8.115352317486441279e+03
3.961694566120929295e+01 2.110003320325916309e+00 5.877929682101529218e-01 3.629981201628934429e+01 7.894574381485888807e+03
3.900991316809187737e+01 8.953218076430372818e+00 2.452204744443017281e-01 1.742608784487589446e+01 8.129362367741614435e+03
3.737282381179053203e+01 2.752543095338788603e+01 1.728548239921267882e-01 4.957196457698321979e+01 8.049192858226335375e+03
3.810052673679487611e+01 8.774683429437837301e-01 3.134967093211282196e-01 3.617483035569122762e+01 8.046984843352895950e+03
3.878393368065324154e+01 1.454444709913084743e+01 9.968399529058489250e-01 5.878167395172125964e+01 8.186644601292252446e+03
3.953274057012823306e+01 9.928019101270821878e+00 9.802636310626586247e-02 1.970074884405131854e+01 8.031543503074786713e+03
3.940501501203478085e+01 6.606945513280471083e+00 3.731653116947546422e-01 7.107967735282168853e+00 7.751870658808056760e+03
3.654901224938276982e+01 1.242944479979462180e+01 1.003950807051518623e+00 1.121155528634832699e+01 7.963991952708778626e+03
3.889678975279350936e+01 7.186887703161386476e+00 4.386047955839290635e-01 1.548862068479512644e+01 8.120122074183676887e+03
3.112096127952693436e+01 4.914851298149527814e+00 7.193380008316625496e-01 6.351305926218843823e+00 8.100284427791082635e+03
3.191952442452893735e+01 2.164485121745979512e+01 2.200241082007205751e-01 4.158313458773056226e+01 8.098836953691367853e+03
3.894201478113283343e+01 1.142688124549698081e+01 2.962009502196033539e-02 6.059973939814568666e+00 7.892986716524645999e+03
3.811623591372432429e+01 7.835802505222604353e+00 5.226117631235391303e-02 4.682169900642296057e+01 7.998289038626532601e+03
3.570713811153690642e+01 2.021360960853093758e+01 4.281625547658392539e-01 2.937331748840984247e+00 7.903031385728914756e+03
3.968422594734298769e+01 1.862803448137963613e+00 2.406737301497625936e-02 3.292226362955518226e+01 8.040825263237548825e+03
3.269515064371052659e+01 2.304763284900103315e+01 1.039638061913944256e+00 1.769613208820814521e+01 8.234852620541741999e+03
3.823553131117240156e+01 4.014909948452698529e+01 2.171494275802654528e-03 5.926649629964627053e+01 8.048352988313199603e+03
3.569394547353337543e+01 7.550909642145104073e+00 3.352052542459459383e-01 5.570479192801038693e+01 7.981973861748556374e+03
3.933760058611136401e+01 8.593651459521097991e+00 1.726228192739985012e-01 1.516780658898143486e+01 7.937206245982408291e+03
3.969320230239285507e+01 6.499051953572553053e+00 1.090516510291671182e+00 4.564766966634206113e+00 7.879254268414199032e+03
3.803317869484084923e+01 1.219668799855486618e+01 1.361445989324862715e+00 1.277846396728553602e+00 8.087654816759315509e+03
3.641650894570084773e+01 1.399462142159404898e+00 3.948811649648449329e-01 1.281645668230160773e+01 8.121412204961952739e+03
3.860182910088190766e+01 7.678212027193278555e-01 2.108893777940187841e-02 4.603539111241915549e+01 8.201945124532814589e+03
3.709626833507134336e+01 4.931961713476373799e-01 1.106425549111619500e+00 5.127526432059402950e+00 7.902836859401476431e+03
3.911054077455892042e+01 1.218393310836846322e+00 4.070105168668256002e-02 7.155734049968254240e-01 8.062768771890304379e+03
3.881969927113531327e+01 7.851267915921598117e-01 1.229176240964617195e+00 1.391330203120481279e+01 8.026825486925550649e+03
3.649679877954424967e+01 6.471835571308476531e+00 1.158030473905621971e+00 2.864896842019206957e+01 8.113425712347482659e+03
3.889870095484408097e+01 1.805169806850159375e+01 1.107235667561899950e-01 3.783485969649309055e+01 8.212328270067366248e+03
3.832076418488127700e+01 1.424591478663736477e-01 1.138998973696300876e+00 3.666644904404238758e+01 8.074131679237859316e+03
3.715500821423346167e+01 7.902998963930166099e+00 4.575356391660390654e-01 5.765753194365409939e+01 8.072075932154965813e+03
3.682702129759894660e+01 3.557712677308116245e+00 1.450208210380173057e-01 4.356989478613199651e+01 8.133331411200266302e+03
3.780948396432755487e+01 1.552638959228338944e+00 1.379359366384849350e+00 2.383418995244927885e+01 7.968477390472224215e+03
3.766508441721063605e+01 4.589187354944326103e+01 1.448229376238305610e+00 4.635484057410494074e+00 8.030434903725098593e+03
3.721030924200083945e+01 4.268442088109672738e+00 9.781342077268755375e-01 5.101428623605283974e+01 8.011879758741556543e+03
3.867868693457237583e+01 7.763497371145858139e+00 5.931070215978574006e-02 4.221646388511843817e+00 7.942251870443406006e+03
3.861871366548519546e+01 2.367111137817372146e+00 3.298700532409726965e-02 4.324046370069062561e+01 8.007947789141047906e+03
3.733802882961066416e+01 1.356454472488437446e+01 2.643412945481359300e-01 3.820783039263874059e+01 7.951472933828261375e+03
3.866815630563475281e+01 2.288636382222154264e+00 1.929125308783635195e-01 4.160639768023932650e-01 8.211843037386921424e+03
3.839259882397545454e+01 3.096965495086132503e+00 7.013651425431105535e-02 4.588468946416686123e+01 8.068652685458984706e+03
3.707388586310350576e+01 1.117122931658700935e+01 1.366554521457720717e-01 2.673488878296074134e+01 8.101924360864153641e+03
3.142181297557564790e+01 2.306995738228379000e+00 1.327638179423065168e+00 4.128820970889924524e+01 8.083083278319657438e+03
3.077222553379898784e+01 3.448009993845535526e+00 1.619291684090271022e-02 5.948923966028431209e+01 7.922124045999777081e+03
3.296732091234883910e+01 2.407968965869672573e+00 1.365887614775775916e-01 3.921296857411605430e+01 7.961582005436665895e+03
3.490797367738202439e+01 2.332775127306758733e+01 8.766346206971906141e-02 5.467548004250186011e+01 8.054691090889077714e+03
3.139133419853148865e+01 7.657341911894967268e+00 9.620017257779234221e-01 9.992290075223483115e+00 7.957099449903515961e+03
3.822574984667387099e+01 1.283237701454870106e+01 9.069952562067354895e-01 4.999146878324062726e+01 7.903666257438420871e+03
3.967557487209821687e+01 5.742927858238642713e+00 3.319238500327498231e-02 1.808569998625414144e+01 7.873176970786691527e+03
3.372327264044461259e+01 1.707946580850686047e+01 1.869338063999537447e-01 1.293625848183969573e+01 8.021771850649210137e+03
3.744188379784133502e+01 4.127529494002936161e+01 3.906875939445143553e-01 2.045521077226342133e-01 7.825582725938083058e+03
3.355349421797895104e+01 8.840815486956211444e+00 3.116973934701512405e-01 9.003245194722897082e+00 7.883445832864068507e+03
3.996355840828452699e+01 1.278384826356883686e+01 3.244685762461033685e-01 2.695819048860982292e+01 8.105612412373036932e+03
3.984942525956414272e+01 1.072575682856700041e+01 1.613758007758948898e-02 2.159298431350855907e+01 7.984306954985458106e+03
3.888362850977885898e+01 7.055830205535490229e+00 4.214619165643410104e-02 2.015374374736437346e+01 7.952573766247398453e+03
3.641417183148974601e+01 9.540661832980179113e+00 2.071979564968856879e-01 2.962381393364092830e+01 8.096004104222895876e+03
3.394173991612557018e+01 5.407301698054118866e+00 1.173253211111516536e-01 4.336442647856548405e+01 7.932379452098311049e+03
3.855982724472526257e+01 2.941142910349187289e+00 1.127797129769526618e-01 5.528611087793181866e+01 8.028221506674292868e+03
3.814168981826760785e+01 5.315533239467082005e+00 6.855518853792386125e-01 4.709811589383836150e+01 8.174661720659038110e+03
3.846066920282957824e+01 1.029080021588393379e+01 5.264314071528040095e-01 5.394925126007708371e+01 7.935427403993592634e+03
3.944783326217370956e+01 4.808909356401215973e+00 3.099870216540220880e-02 1.166767672939293021e+01 7.958069192182771985e+03
3.734004198737272873e+01 8.956875580242662505e-01 1.425941782692309090e+00 4.486041587193226121e+01 7.892098531883354553e+03
3.817678702019452430e+01 2.567469499462247029e+01 2.192759894815807520e-01 5.615837277504633818e+01 7.856994187738844630e+03
3.949803777453524845e+01 5.458490944686087865e+00 7.521047878445558110e-02 4.376697658135640978e+01 8.056881246048575122e+03
3.929948230179107327e+01 2.714392275758210715e+01 2.854353908001462381e-01 3.793845073894345177e+01 8.038407793778855194e+03
3.715351015755890529e+01 4.757728872965616418e+00 1.005211943070033476e+00 3.738025766381177561e+01 7.898933687003615887e+03
3.603003231974036424e+01 1.633195968192630687e+01 7.054703936435325895e-01 1.872188272328192227e+01 8.003527721117660803e+03
2.681210316399042526e+01 4.241921596899212332e+00 2.667126622532892122e-01 8.495094446695677703e+00 8.098533548194372997e+03
3.932194749061567052e+01 1.097960976864788485e+01 2.013355466524042736e-01 2.897202417484235326e+01 8.007314061677757309e+03
3.962117265955620127e+01 4.799271541294464072e+01 1.359117805655507105e+00 5.030390302529671942e+01 8.130644548201879843e+03
3.822718140357739713e+01 3.712961195240809698e+00 9.456112923137242054e-01 2.688595773752581053e+01 8.037628530344469254e+03
3.216119938203799222e+01 1.938425053992275338e+01 6.838702845353614723e-01 5.425847824604163350e+01 8.076256703608419230e+03
3.870700956419702266e+01 1.788508701769969678e+00 5.852294114485813159e-01 5.066441687576462982e+01 8.020787785096018524e+03
3.846066920282957824e+01 1.029080021588393379e+01 5.264314071528040095e-01 5.394925126007708371e+01 7.935427403993592634e+03
3.774485366878817416e+01 5.829181445972767328e+00 6.606680308982071370e-01 5.246115806888197852e+01 7.891964476797476891e+03
3.448423305017910678e+01 9.775312717508356286e+00 1.396846835707908241e+00 2.800100684226941183e+01 8.153044353035372296e+03
3.398640299094405748e+01 4.986524605202519211e+01 3.264535015498675197e-01 1.090620615111042024e+00 8.099211128460409782e+03
3.878804288011176027e+01 2.138402532818544799e+01 1.267001944365544031e+00 3.014473057653155408e+01 7.940737037067330675e+03
3.504061961695856553e+01 3.091702353468375719e+01 1.489574490020034725e+00 4.118945080897830735e+01 8.070661227949460226e+03
2.974463635981252096e+01 6.832569174139059953e+00 1.680251598525628332e-02 5.024801679598544268e+01 7.909368484702783462e+03
3.953424771211828670e+01 2.236274718319085864e+01 1.449288145855212484e+00 2.403698609274198539e+00 8.086908006274348736e+03
3.873148294028862892e+01 1.536099002762714782e+01 2.493909304572999863e-01 4.390523953488015252e+01 8.182887009102383672e+03
3.909672022983217943e+01 9.118135710895719725e+00 7.907065356637610343e-02 1.511392333820718292e+01 7.796160799322953608e+03
3.859134541365506976e+01 5.189361694215685716e+00 4.412033179313078479e-01 8.900748903023412595e+00 8.065919970361407650e+03
3.952277532566129281e+01 3.165864272532523227e+00 1.073026040807616432e+00 3.061481880512195719e+00 8.045816937601063728e+03
3.804654289776257770e+01 7.858410956392757996e+00 4.456559047967793008e-01 1.207598552825152716e+01 8.077398273188735402e+03
3.541847621643704258e+01 3.438511451325931034e+01 9.660674756170988253e-01 4.034460524929528447e+01 8.036801032436682362e+03
3.903597055248154390e+01 1.423169008989802720e+01 8.325175715152141054e-01 5.255695309057820452e+01 7.963005810303857288e+03
3.825948343170927046e+01 7.665992037399743886e+00 1.259273595129601686e+00 5.111327769138257260e+00 8.126219006701246144e+03
3.591024351947517346e+01 1.017024558743021068e+01 8.218701103723631274e-01 8.311996642195729201e-02 7.973432246179530921e+03
3.864575575703234023e+01 9.103048822927783945e+00 6.795392133703033188e-01 5.677083482511867629e+01 7.945839750538903900e+03
3.630906095436625947e+01 9.461769596848843555e-01 2.634731550866810101e-01 1.699560138643110108e+01 7.950641474140651553e+03
3.766893802360738164e+01 2.079139362786891354e+01 2.917770175756279061e-02 1.175493230555922075e+01 8.106384099357352170e+03
3.777180883042704096e+01 5.813722867478922085e-01 6.491151967799891898e-01 3.822507966483603070e+01 8.026747430817748864e+03
2.946163709991217061e+01 2.703464773050772152e+01 8.384346533455120376e-01 2.539762007543039601e+01 8.149888074228346341e+03
3.960094380740663667e+01 1.353039603350365772e+00 9.355244412864949233e-02 4.413247338827051891e+01 8.208326708595786840e+03
3.652900567738510773e+01 8.715011586331808502e+00 6.513673920446684251e-01 1.434610266034068005e+01 8.335481885210654582e+03
3.858484852450281011e+01 6.726830344513510695e+00 4.225437598795150906e-01 2.033698183701826068e+01 8.005736193824322072e+03
3.924222327287223067e+01 2.293571559484373523e+01 1.114893907291617969e+00 5.012455342806480729e+01 8.139272508103575092e+03
3.497518371494132339e+01 2.647013121148619774e+01 1.794027207664103118e-01 1.589647563957717225e+01 8.161752334892546969e+03
3.435153573505053259e+01 1.035015794074434581e+01 1.514614531194415636e-01 5.591125955973435424e+00 7.996822392593988297e+03
3.831395576549993365e+01 2.058216018019066951e+01 9.146971373331906907e-01 5.579777900614238462e+01 7.818637920831532938e+03
3.917148856670162616e+01 2.137035179968916410e+01 3.447299226608999678e-01 3.830863665346241120e+00 7.946788094155295767e+03
3.934194689854817284e+01 1.982361741302774760e+01 1.297643181551569602e-01 1.104479516896630109e+01 7.803225853711713171e+03
3.872572889087060588e+01 4.116170059790169944e+01 3.961547882292366651e-01 1.739405671932373920e+01 8.182881125093872470e+03
3.739478937935458447e+01 4.505560235283354586e+00 6.310360315683202215e-01 4.123231188294925431e+01 8.014198917877409258e+03
3.365773120071481372e+01 3.650335375129310478e+01 7.764573483661071918e-02 4.026181730412520210e+01 8.121901492656459595e+03
3.761259187222179179e+01 8.219793713864324836e-02 6.036894471372740434e-03 1.375629971254363326e+01 8.026943673169284921e+03
3.835516805542199847e+01 9.062839876333352862e+00 5.102681000726111415e-03 4.212867238902557432e+01 8.080047623166226913e+03
3.929555062313956171e+01 2.007986456761203087e+01 4.230946316268598961e-01 1.945897493714176818e+01 8.275293485057531143e+03
3.419208208603821220e+01 4.932855567392291363e+00 2.154300165467600836e-01 5.770247651803043709e+01 8.182266240997632849e+03
3.737392858575403665e+01 1.624752015972375574e+01 1.092657006998674352e-01 5.315934495101657831e+01 8.037552431782583881e+03
3.749915564444918203e+01 5.896653986091703104e+00 6.944908763131599216e-03 1.235149342864011146e+01 8.086003524082098011e+03
3.537132991026221163e+01 1.322882469089854496e+01 8.134754156563723804e-01 2.488310632861374572e+01 8.017002689893015486e+03
3.922032422080823011e+01 8.144426032129208792e+00 1.444566070329900587e+00 4.614288740171002701e+01 8.113688731412206835e+03
2.047138186011963157e+01 6.035387775510522523e+00 6.235717473394197796e-01 6.949746360759286645e+00 8.113193433716573054e+03
3.763588077117734088e+01 3.260731888396147582e+01 1.445603012863554637e+00 9.306762858679903161e+00 8.031324399310577064e+03
3.870108666057553393e+01 1.041491020478629004e+01 2.163578336117880641e-01 2.625297443080846449e+00 8.262647789143255068e+03
3.948032746087407219e+01 3.705021784405174401e+01 9.909228234861007234e-01 2.740125679546920168e+01 7.961474709377877844e+03
3.866700157188785880e+01 5.904513394795335435e-02 2.874516759328422655e-01 3.095523907771444172e+01 7.934705174115155387e+03
2.821044004662181948e+01 8.760913602267518030e+00 3.769439662420828174e-01 2.137891529336298646e+01 8.069688479134548288e+03
3.686063689185418468e+01 2.897875721141086558e+01 4.389406554971952423e-01 1.920287054057211407e+01 8.032520411570994838e+03
3.990157354913952759e+01 2.790409635156856805e+00 1.086951573799008752e+00 2.547117308427162641e+01 8.014258730918729270e+03
3.628201418546890977e+01 2.772745818322847278e+00 1.487926306574192337e+00 3.158851743877890783e+01 7.844684073593958601e+03
3.823348429779615998e+01 1.546162229244710851e+01 7.010450914518892573e-03 3.944956755982614283e+01 8.048892764500969861e+03
3.985294281968537433e+01 4.032724500344559715e+01 4.952123753256669758e-01 1.987408081028110374e+01 8.487307027157825360e+03
3.530631543468364697e+01 4.536283540382961554e+00 6.034278505894501432e-01 3.195743921915173757e+00 8.058227332156267039e+03
3.641167684205134947e+01 7.298926002713133077e-01 3.761827521770366722e-01 5.457576652746995194e+01 7.965444000408999273e+03
3.224265478323133038e+01 3.094865761504437884e+01 8.194594180402732242e-01 5.906085432104296018e+01 7.944937011259141400e+03
3.662773023329914679e+01 3.134013700836653982e+00 8.180486917996379614e-02 5.766397034624645102e+01 8.076023914142336253e+03
3.399348737796725572e+01 2.205411977312189720e+01 5.216390580846622105e-02 1.398998995697137637e+01 8.231774282371408844e+03
3.612444959846078518e+01 1.430296494411934738e+00 2.333329362605352508e-01 1.939186644505470980e+01 8.057809450911436215e+03
3.142997628415284694e+01 1.265800337630385020e+00 3.475152450252418923e-01 7.127224714483712198e+00 8.141730302387189113e+03
