logz logzerr logvol nlive logl logwt insert_order
-3.521607848133218125e+14 6.655375005848278320e+12 -1.133333333333332443e-01 3.000000000000000000e+02 -3.495411499725090000e+14 -3.495411499725148125e+14 1.953333333333333366e+00
-3.495411499725148125e+14 4.199511036802642578e+12 -1.166666666666665714e-01 3.000000000000000000e+02 -3.435215494781295000e+14 -3.435215494781353125e+14 8.333333333333333703e-01
-3.435215494781353125e+14 3.296147983471598633e+12 -1.199999999999998984e-01 3.000000000000000000e+02 -3.425760940899348750e+14 -3.425760940899406875e+14 6.533333333333333215e-01
-3.425760940899406875e+14 1.897103163196232910e+12 -1.233333333333332255e-01 3.000000000000000000e+02 -3.361707439101236250e+14 -3.361707439101294375e+14 1.133333333333333304e+00
-3.361707439101294375e+14 4.293017869636593262e+12 -1.266666666666665664e-01 3.000000000000000000e+02 -3.030991693491430000e+14 -3.030991693491488125e+14 7.399999999999999911e-01
-3.030991693491488125e+14 1.779535816210489844e+13 -1.299999999999998934e-01 3.000000000000000000e+02 -2.983680935482218125e+14 -2.983680935482276250e+14 1.219999999999999973e+00
-2.983680935482276250e+14 1.397210329025348438e+13 -1.333333333333332205e-01 3.000000000000000000e+02 -2.952355385834209375e+14 -2.952355385834267500e+14 2.000000000000000042e-02
-2.952355385834267500e+14 1.095565792499703906e+13 -1.366666666666665475e-01 3.000000000000000000e+02 -2.663270321681552812e+14 -2.663270321681611250e+14 1.426666666666666750e+00
-2.663270321681611250e+14 2.015323344839535156e+13 -1.399999999999998745e-01 3.000000000000000000e+02 -2.459696309389505312e+14 -2.459696309389563750e+14 1.139999999999999902e+00
-2.459696309389563750e+14 2.032477062734337109e+13 -1.433333333333332016e-01 3.000000000000000000e+02 -2.427719967733043750e+14 -2.427719967733102188e+14 2.133333333333333470e-01
-2.427719967733102188e+14 2.130748930168619141e+13 -1.466666666666665286e-01 3.000000000000000000e+02 -2.320675345328107812e+14 -2.320675345328166250e+14 1.879999999999999893e+00
-2.320675345328166250e+14 2.448655440234405078e+13 -1.499999999999998557e-01 3.000000000000000000e+02 -1.763261868447452500e+14 -1.763261868447510938e+14 4.466666666666666563e-01
-1.763261868447510938e+14 2.077357376466137500e+13 -1.533333333333331827e-01 3.000000000000000000e+02 -1.644998229064049062e+14 -1.644998229064107500e+14 8.266666666666666607e-01
-1.644998229064107500e+14 5.575001425053960938e+12 -1.566666666666665098e-01 3.000000000000000000e+02 -1.460198536604723125e+14 -1.460198536604781875e+14 1.266666666666666774e-01
-1.460198536604781875e+14 8.002061414066617188e+12 -1.599999999999998368e-01 3.000000000000000000e+02 -1.231207018737364375e+14 -1.231207018737422969e+14 2.333333333333333370e-01
-1.231207018737422969e+14 1.395281008306553711e+13 -1.633333333333331638e-01 3.000000000000000000e+02 -1.216199699766141562e+14 -1.216199699766200312e+14 1.513333333333333419e+00
-1.216199699766200312e+14 4.147803844735252686e+11 -1.666666666666664909e-01 3.000000000000000000e+02 -1.205928995388048750e+14 -1.205928995388107500e+14 1.179999999999999938e+00
-1.205928995388107500e+14 4.447345453092861938e+11 -1.699999999999998179e-01 3.000000000000000000e+02 -1.199613261337560469e+14 -1.199613261337619219e+14 1.979999999999999982e+00
-1.199613261337619219e+14 4.912191142069656982e+11 -1.733333333333331450e-01 3.000000000000000000e+02 -1.189755169236309375e+14 -1.189755169236368125e+14 1.360000000000000098e+00
-1.189755169236368125e+14 8.257002577843925781e+11 -1.766666666666664720e-01 3.000000000000000000e+02 -1.183540890164915938e+14 -1.183540890164974688e+14 6.333333333333333037e-01
-1.183540890164974688e+14 6.307701070746483154e+11 -1.799999999999997990e-01 3.000000000000000000e+02 -1.165709026057600312e+14 -1.165709026057659219e+14 4.600000000000000200e-01
-1.165709026057659219e+14 9.574869327059910889e+11 -1.833333333333331261e-01 3.000000000000000000e+02 -1.140404086552593594e+14 -1.140404086552652500e+14 1.179999999999999938e+00
-1.140404086552652500e+14 1.472157238454870605e+12 -1.866666666666664531e-01 3.000000000000000000e+02 -1.083363775084839688e+14 -1.083363775084898594e+14 3.866666666666666585e-01
-1.083363775084898594e+14 3.896059907643661621e+12 -1.899999999999997802e-01 3.000000000000000000e+02 -1.055749146465292969e+14 -1.055749146465351875e+14 1.793333333333333224e+00
-1.055749146465351875e+14 2.422858399756572754e+12 -1.933333333333331072e-01 3.000000000000000000e+02 -1.015066923530547812e+14 -1.015066923530606875e+14 1.100000000000000089e+00
-1.015066923530606875e+14 3.842405042171011230e+12 -1.966666666666664343e-01 3.000000000000000000e+02 -9.877865043986131250e+13 -9.877865043986721875e+13 1.433333333333333348e+00
-9.877865043986721875e+13 4.753654312515797852e+12 -1.999999999999997613e-01 3.000000000000000000e+02 -9.861573952952131250e+13 -9.861573952952721875e+13 1.913333333333333330e+00
-9.861573952952721875e+13 4.479691227097835938e+12 -2.033333333333330883e-01 3.000000000000000000e+02 -9.802217841010332812e+13 -9.802217841010923438e+13 9.200000000000000400e-01
-9.802217841010923438e+13 2.212071686361636658e+11 -2.066666666666664154e-01 3.000000000000000000e+02 -9.405741263648389062e+13 -9.405741263648979688e+13 1.026666666666666616e+00
-9.405741263648979688e+13 1.944630285251208252e+12 -2.099999999999997424e-01 3.000000000000000000e+02 -9.291103402782206250e+13 -9.291103402782798438e+13 1.320000000000000062e+00
-9.291103402782798438e+13 1.413449513790111084e+12 -2.133333333333330695e-01 3.000000000000000000e+02 -9.271082014203950000e+13 -9.271082014204542188e+13 8.800000000000000044e-01
-9.271082014204542188e+13 1.001069428908750000e+11 -2.166666666666663965e-01 3.000000000000000000e+02 -9.008431422529668750e+13 -9.008431422530260938e+13 2.600000000000000089e-01
-9.008431422530260938e+13 1.224005579183884033e+12 -2.199999999999997236e-01 3.000000000000000000e+02 -8.958563159924962500e+13 -8.958563159925554688e+13 1.219999999999999973e+00
-8.958563159925554688e+13 8.988134565535703125e+11 -2.233333333333330506e-01 3.000000000000000000e+02 -8.036086230978523438e+13 -8.036086230979115625e+13 2.000000000000000000e+00
-8.036086230979115625e+13 4.896282689188959961e+12 -2.266666666666663776e-01 3.000000000000000000e+02 -7.794510849040373438e+13 -7.794510849040967188e+13 5.066666666666667096e-01
-7.794510849040967188e+13 6.071773231248294922e+12 -2.299999999999997047e-01 3.000000000000000000e+02 -7.368651336442543750e+13 -7.368651336443137500e+13 3.933333333333333126e-01
-7.368651336443137500e+13 4.424739906057064453e+12 -2.333333333333330317e-01 3.000000000000000000e+02 -7.335084373022690625e+13 -7.335084373023284375e+13 1.453333333333333366e+00
-7.335084373023284375e+13 1.930187997698104980e+12 -2.366666666666663588e-01 3.000000000000000000e+02 -7.299209034034343750e+13 -7.299209034034937500e+13 1.086666666666666670e+00
-7.299209034034937500e+13 1.343088036339629150e+12 -2.399999999999996858e-01 3.000000000000000000e+02 -7.023547884271725781e+13 -7.023547884272320312e+13 4.266666666666666941e-01
-7.023547884272320312e+13 2.196754789786652344e+12 -2.433333333333330128e-01 3.000000000000000000e+02 -6.708108084707455469e+13 -6.708108084708050000e+13 1.280000000000000027e+00
-6.708108084708050000e+13 1.947472606370566895e+12 -2.466666666666663399e-01 3.000000000000000000e+02 -5.944500194308561719e+13 -5.944500194309157031e+13 4.866666666666666918e-01
-5.944500194309157031e+13 4.282155166816248535e+12 -2.499999999999996669e-01 3.000000000000000000e+02 -5.814775314439746094e+13 -5.814775314440341406e+13 1.260000000000000009e+00
-5.814775314440341406e+13 2.434920088421676758e+12 -2.533333333333330217e-01 3.000000000000000000e+02 -4.705254750273092188e+13 -4.705254750273688281e+13 1.766666666666666607e+00
-4.705254750273688281e+13 5.392972599009278320e+12 -2.566666666666663765e-01 3.000000000000000000e+02 -4.634318757243641406e+13 -4.634318757244237500e+13 3.466666666666666785e-01
-4.634318757244237500e+13 3.237577260702844727e+12 -2.599999999999997313e-01 3.000000000000000000e+02 -4.368917475904946094e+13 -4.368917475905542969e+13 7.199999999999999734e-01
-4.368917475905542969e+13 3.937987437240757324e+12 -2.633333333333330861e-01 3.000000000000000000e+02 -3.914992435374267188e+13 -3.914992435374864062e+13 1.133333333333333276e-01
-3.914992435374864062e+13 1.691678745526117920e+12 -2.666666666666664409e-01 3.000000000000000000e+02 -3.876861199227507812e+13 -3.876861199228104688e+13 3.933333333333333126e-01
-3.876861199228104688e+13 1.421067268169861755e+11 -2.699999999999997957e-01 3.000000000000000000e+02 -3.671613448946499219e+13 -3.671613448947096875e+13 5.733333333333333615e-01
-3.671613448947096875e+13 9.480562950540931396e+11 -2.733333333333331505e-01 3.000000000000000000e+02 -3.257121217834383984e+13 -3.257121217834982031e+13 6.266666666666667052e-01
-3.257121217834982031e+13 1.794804009071477051e+12 -2.766666666666665053e-01 3.000000000000000000e+02 -2.788383845278988281e+13 -2.788383845279586328e+13 9.133333333333333304e-01
-2.788383845279586328e+13 3.391795199250715820e+12 -2.799999999999998601e-01 3.000000000000000000e+02 -2.453929784974444531e+13 -2.453929784975042969e+13 1.199999999999999956e+00
-2.453929784975042969e+13 3.848626972238843750e+12 -2.833333333333332149e-01 3.000000000000000000e+02 -2.294453543749578906e+13 -2.294453543750177734e+13 1.386666666666666714e+00
-2.294453543750177734e+13 4.310209395479982422e+12 -2.866666666666665697e-01 3.000000000000000000e+02 -2.134341825062794531e+13 -2.134341825063393750e+13 1.466666666666666563e+00
-2.134341825063393750e+13 3.309263827899054688e+12 -2.899999999999999245e-01 3.000000000000000000e+02 -1.981887286176748438e+13 -1.981887286177348047e+13 7.533333333333332993e-01
-1.981887286177348047e+13 5.681645207123820801e+11 -2.933333333333332793e-01 3.000000000000000000e+02 -1.917568747987930859e+13 -1.917568747988530859e+13 1.373333333333333295e+00
-1.917568747988530859e+13 6.151652213422403564e+11 -2.966666666666666341e-01 3.000000000000000000e+02 -1.884669057037851953e+13 -1.884669057038452344e+13 1.166666666666666741e+00
-1.884669057038452344e+13 3.363842936403726807e+11 -2.999999999999999889e-01 3.000000000000000000e+02 -1.861052493389230078e+13 -1.861052493389830469e+13 8.466666666666666785e-01
-1.861052493389830469e+13 1.711595972865791931e+11 -3.033333333333333437e-01 3.000000000000000000e+02 -1.620257061127618359e+13 -1.620257061128219141e+13 1.873333333333333295e+00
-1.620257061128219141e+13 1.274243980713839600e+12 -3.066666666666666985e-01 3.000000000000000000e+02 -1.584240305447119922e+13 -1.584240305447721094e+13 1.193333333333333357e+00
-1.584240305447721094e+13 1.139645088863919678e+12 -3.100000000000000533e-01 3.000000000000000000e+02 -1.507254692973317969e+13 -1.507254692973919531e+13 7.733333333333333171e-01
-1.507254692973919531e+13 1.322715339083730957e+12 -3.133333333333334081e-01 3.000000000000000000e+02 -1.458695163356107227e+13 -1.458695163356709180e+13 3.599999999999999867e-01
-1.458695163356709180e+13 4.544320955951810303e+11 -3.166666666666667629e-01 3.000000000000000000e+02 -1.292307596242502930e+13 -1.292307596243105078e+13 8.066666666666666430e-01
-1.292307596243105078e+13 8.502972758970208740e+11 -3.200000000000001177e-01 3.000000000000000000e+02 -1.195392773832002930e+13 -1.195392773832605469e+13 1.360000000000000098e+00
-1.195392773832605469e+13 9.624711937988918457e+11 -3.233333333333334725e-01 3.000000000000000000e+02 -1.095263005980564844e+13 -1.095263005981167773e+13 7.066666666666666652e-01
-1.095263005981167773e+13 1.130422726182176270e+12 -3.266666666666668273e-01 3.000000000000000000e+02 -1.059183455194011719e+13 -1.059183455194614844e+13 8.000000000000000444e-01
-1.059183455194614844e+13 1.080781455432782104e+12 -3.300000000000001821e-01 3.000000000000000000e+02 -1.048780233207659375e+13 -1.048780233208262891e+13 5.999999999999999778e-01
-1.048780233208262891e+13 1.123352011568844482e+12 -3.333333333333335369e-01 3.000000000000000000e+02 -9.811984978690164062e+12 -9.811984978696203125e+12 1.166666666666666741e+00
-9.811984978696203125e+12 1.311174243810218262e+12 -3.366666666666668917e-01 3.000000000000000000e+02 -8.308477572037090820e+12 -8.308477572043132812e+12 1.073333333333333250e+00
-8.308477572043132812e+12 4.155474947821857300e+11 -3.400000000000002465e-01 3.000000000000000000e+02 -8.033977803486097656e+12 -8.033977803492143555e+12 1.873333333333333295e+00
-8.033977803492143555e+12 1.294004318502735138e+11 -3.433333333333336013e-01 3.000000000000000000e+02 -7.955246418006706055e+12 -7.955246418012754883e+12 5.733333333333333615e-01
-7.955246418012754883e+12 3.409168995032309341e+10 -3.466666666666669561e-01 3.000000000000000000e+02 -7.742287536143303711e+12 -7.742287536149355469e+12 7.199999999999999734e-01
-7.742287536149355469e+12 1.052270332312222290e+11 -3.500000000000003109e-01 3.000000000000000000e+02 -7.418876188264506836e+12 -7.418876188270562500e+12 1.506666666666666599e+00
-7.418876188270562500e+12 2.216161379058341064e+11 -3.533333333333336657e-01 3.000000000000000000e+02 -7.107524384562292969e+12 -7.107524384568351562e+12 1.906666666666666732e+00
-7.107524384568351562e+12 3.281356476578980103e+11 -3.566666666666670205e-01 3.000000000000000000e+02 -7.057120286065814453e+12 -7.057120286071876953e+12 3.133333333333333526e-01
-7.057120286071876953e+12 2.563021008034507751e+11 -3.600000000000003753e-01 3.000000000000000000e+02 -6.361078916092583008e+12 -6.361078916098648438e+12 9.799999999999999822e-01
-6.361078916098648438e+12 4.896662353077341309e+11 -3.633333333333337301e-01 3.000000000000000000e+02 -5.882356069249683594e+12 -5.882356069255751953e+12 1.933333333333333293e-01
-5.882356069255751953e+12 4.472254385724119263e+11 -3.666666666666670849e-01 3.000000000000000000e+02 -5.003356902139136719e+12 -5.003356902145208984e+12 3.599999999999999867e-01
-5.003356902145208984e+12 7.517687057829208984e+11 -3.700000000000004396e-01 3.000000000000000000e+02 -4.819700383216314453e+12 -4.819700383222389648e+12 1.206666666666666776e+00
-4.819700383222389648e+12 6.580351266777388916e+11 -3.733333333333337944e-01 3.000000000000000000e+02 -4.357667443544673340e+12 -4.357667443550751953e+12 1.800000000000000044e+00
-4.357667443550751953e+12 7.357215166190333252e+11 -3.766666666666671492e-01 3.000000000000000000e+02 -4.352391351117437012e+12 -4.352391351123519043e+12 9.333333333333333481e-01
-4.352391351123519043e+12 7.577253517463984375e+11 -3.800000000000005040e-01 3.000000000000000000e+02 -4.257362131636852051e+12 -4.257362131642937500e+12 1.199999999999999956e+00
-4.257362131642937500e+12 4.114885908542555237e+10 -3.833333333333338588e-01 3.000000000000000000e+02 -4.084431267727795898e+12 -4.084431267733884766e+12 1.659999999999999920e+00
-4.084431267733884766e+12 4.779556585477026367e+10 -3.866666666666672136e-01 3.000000000000000000e+02 -3.490475845214745117e+12 -3.490475845220837402e+12 9.933333333333332904e-01
-3.490475845220837402e+12 3.130755544126977539e+11 -3.900000000000005684e-01 3.000000000000000000e+02 -3.117656603127161133e+12 -3.117656603133256348e+12 2.666666666666666630e-01
-3.117656603133256348e+12 2.840596172724146729e+11 -3.933333333333339232e-01 3.000000000000000000e+02 -2.970037103661577148e+12 -2.970037103667675781e+12 6.266666666666667052e-01
-2.970037103667675781e+12 5.501453926809822083e+10 -3.966666666666672780e-01 3.000000000000000000e+02 -2.909195126373916992e+12 -2.909195126380019043e+12 1.153333333333333321e+00
-2.909195126380019043e+12 2.634534897352323914e+10 -4.000000000000006328e-01 3.000000000000000000e+02 -2.604323528053702148e+12 -2.604323528059807617e+12 1.046666666666666634e+00
-2.604323528059807617e+12 1.415234990590146179e+11 -4.033333333333339876e-01 3.000000000000000000e+02 -2.355726002727415039e+12 -2.355726002733523926e+12 1.273333333333333428e+00
-2.355726002733523926e+12 1.845317233786701660e+11 -4.066666666666673424e-01 3.000000000000000000e+02 -2.283982503080761719e+12 -2.283982503086874023e+12 4.533333333333333104e-01
-2.283982503086874023e+12 8.857985571871577454e+10 -4.100000000000006972e-01 3.000000000000000000e+02 -2.137993101202389648e+12 -2.137993101208505127e+12 1.266666666666666774e-01
-2.137993101208505127e+12 1.378735251835385742e+11 -4.133333333333340520e-01 3.000000000000000000e+02 -2.097930769759186768e+12 -2.097930769765305664e+12 5.799999999999999600e-01
-2.097930769765305664e+12 1.427469387835436401e+11 -4.166666666666674068e-01 3.000000000000000000e+02 -2.070449538718331055e+12 -2.070449538724453125e+12 2.266666666666666552e-01
-2.070449538724453125e+12 5.813905689070955658e+10 -4.200000000000007616e-01 3.000000000000000000e+02 -1.846376545114870361e+12 -1.846376545120995850e+12 1.833333333333333259e+00
-1.846376545120995850e+12 1.162142279245574646e+11 -4.233333333333341164e-01 3.000000000000000000e+02 -1.770134590754372559e+12 -1.770134590760501221e+12 1.486666666666666581e+00
-1.770134590760501221e+12 8.402835440506983948e+10 -4.266666666666674712e-01 3.000000000000000000e+02 -1.587747120377301270e+12 -1.587747120383433350e+12 2.000000000000000000e+00
-1.587747120383433350e+12 1.475734050308341064e+11 -4.300000000000008260e-01 3.000000000000000000e+02 -1.457287958050888916e+12 -1.457287958057024414e+12 5.533333333333333437e-01
-1.457287958057024414e+12 2.055657355115619202e+11 -4.333333333333341808e-01 3.000000000000000000e+02 -1.395817354105683594e+12 -1.395817354111822266e+12 1.719999999999999973e+00
-1.395817354111822266e+12 1.959674281239984741e+11 -4.366666666666675356e-01 3.000000000000000000e+02 -1.334309918270696777e+12 -1.334309918276838867e+12 9.066666666666666208e-01
-1.334309918276838867e+12 1.217694983788516083e+11 -4.400000000000008904e-01 3.000000000000000000e+02 -1.209502684712334229e+12 -1.209502684718479736e+12 1.773333333333333428e+00
-1.209502684718479736e+12 3.449489707009897614e+10 -4.433333333333342452e-01 3.000000000000000000e+02 -1.096477380952809082e+12 -1.096477380958957886e+12 1.780000000000000027e+00
-1.096477380958957886e+12 4.894139216272834778e+10 -4.466666666666676000e-01 3.000000000000000000e+02 -1.078447436356204712e+12 -1.078447436362356812e+12 1.419999999999999929e+00
-1.078447436362356812e+12 4.742916255842912292e+10 -4.500000000000009548e-01 3.000000000000000000e+02 -1.012182879255364014e+12 -1.012182879261519409e+12 5.999999999999999778e-02
-1.012182879261519409e+12 5.811608634873005676e+10 -4.533333333333343096e-01 3.000000000000000000e+02 -9.736729789781372070e+11 -9.736729789842960205e+11 1.073333333333333250e+00
-9.736729789842960205e+11 6.475637889516416931e+10 -4.566666666666676644e-01 3.000000000000000000e+02 -9.184499324479841309e+11 -9.184499324541462402e+11 5.999999999999999778e-02
-9.184499324541462402e+11 4.243621728466193390e+10 -4.600000000000010192e-01 3.000000000000000000e+02 -9.065290463534520264e+11 -9.065290463596174316e+11 1.433333333333333348e+00
-9.065290463596174316e+11 2.875543859411761475e+10 -4.633333333333343740e-01 3.000000000000000000e+02 -8.432747618484519043e+11 -8.432747618546207275e+11 1.526666666666666616e+00
-8.432747618546207275e+11 3.150642005737215424e+10 -4.666666666666677288e-01 3.000000000000000000e+02 -8.012445399929171143e+11 -8.012445399990892334e+11 1.906666666666666732e+00
-8.012445399990892334e+11 4.995746942842774963e+10 -4.700000000000010836e-01 3.000000000000000000e+02 -6.527886810935554199e+11 -6.527886810997308350e+11 1.026666666666666616e+00
-6.527886810997308350e+11 1.065784375380158844e+11 -4.733333333333344384e-01 3.000000000000000000e+02 -6.482154505842836914e+11 -6.482154505904625244e+11 1.873333333333333295e+00
-6.482154505904625244e+11 8.995614887739921570e+10 -4.766666666666677932e-01 3.000000000000000000e+02 -6.227741428456354980e+11 -6.227741428518176270e+11 1.333333333333333315e-01
-6.227741428518176270e+11 7.001799876173222351e+10 -4.800000000000011480e-01 3.000000000000000000e+02 -5.518610418858553467e+11 -5.518610418920407715e+11 1.053333333333333233e+00
-5.518610418920407715e+11 9.656138868623274231e+10 -4.833333333333345028e-01 3.000000000000000000e+02 -5.314035781260394287e+11 -5.314035781322282104e+11 1.666666666666666741e+00
-5.314035781322282104e+11 8.772181490149649048e+10 -4.866666666666678576e-01 3.000000000000000000e+02 -5.211065154596357422e+11 -5.211065154658278809e+11 1.433333333333333348e+00
-5.211065154658278809e+11 8.500102063208857536e+09 -4.900000000000012124e-01 3.000000000000000000e+02 -4.853306080591639404e+11 -4.853306080653593750e+11 9.000000000000000222e-01
-4.853306080653593750e+11 1.549142232639002419e+10 -4.933333333333345672e-01 3.000000000000000000e+02 -4.724630644761236572e+11 -4.724630644823224487e+11 5.400000000000000355e-01
-4.724630644823224487e+11 6.065818216445950508e+09 -4.966666666666679220e-01 3.000000000000000000e+02 -3.177266421804784546e+11 -3.177266421866805420e+11 1.873333333333333295e+00
-3.177266421866805420e+11 7.452936060671011353e+10 -5.000000000000012212e-01 3.000000000000000000e+02 -2.610836097545639343e+11 -2.610836097607693787e+11 1.113333333333333286e+00
-2.610836097607693787e+11 6.255938251616737366e+10 -5.033333333333345205e-01 3.000000000000000000e+02 -2.567929041901373291e+11 -2.567929041963460999e+11 1.013333333333333419e+00
-2.567929041963460999e+11 2.215230640550181580e+10 -5.066666666666678198e-01 3.000000000000000000e+02 -2.534510163258941040e+11 -2.534510163321062317e+11 8.933333333333333126e-01
-2.534510163321062317e+11 3.135079226593185902e+09 -5.100000000000011191e-01 3.000000000000000000e+02 -2.315558226492344971e+11 -2.315558226554499512e+11 1.453333333333333366e+00
-2.315558226554499512e+11 1.115740630434903717e+10 -5.133333333333344184e-01 3.000000000000000000e+02 -1.974770200336515503e+11 -1.974770200398703308e+11 1.393333333333333313e+00
-1.974770200398703308e+11 2.540856315742805099e+10 -5.166666666666677177e-01 3.000000000000000000e+02 -1.787850971866232910e+11 -1.787850971928453979e+11 9.399999999999999467e-01
-1.787850971928453979e+11 2.345476569304979324e+10 -5.200000000000010170e-01 3.000000000000000000e+02 -1.751852430034160767e+11 -1.751852430096415405e+11 1.946666666666666767e+00
-1.751852430096415405e+11 1.663875363428103828e+10 -5.233333333333343163e-01 3.000000000000000000e+02 -1.522106967727141113e+11 -1.522106967789429016e+11 1.426666666666666750e+00
