"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_sym_mean","a_sym_stdev","a_sym_median","a_sym_errlo","a_sym_errup","a_p_mean","a_p_stdev","a_p_median","a_p_errlo","a_p_errup","sigma_sys_mean","sigma_sys_stdev","sigma_sys_median","sigma_sys_errlo","sigma_sys_errup"
3.999911352150063948e+01,2.447819724693545140e-11,3.999911352147616128e+01,3.999911352147616128e+01,3.999911352147616128e+01,2.356514061928281171e-03,1.386911419043457272e-15,2.356514061929668082e-03,2.356514061929668082e-03,2.356514061929668082e-03,5.818477011664774330e-05,2.785721956929942955e-17,5.818477011661988608e-05,5.818477011661988608e-05,5.818477011661988608e-05,6.640154057680776496e-03,7.179153105330016160e-15,6.640154057687955649e-03,6.640154057687955649e-03,6.640154057687955649e-03,2.850699957297543463e+01,1.801225835151853971e-11,2.850699957299344689e+01,2.850699957299344689e+01,2.850699957299344689e+01,9.999999618391214540e+00,4.394706820676219650e-12,9.999999618395609247e+00,9.999999618395609247e+00,9.999999618395609247e+00
