"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_sym_mean","a_sym_stdev","a_sym_median","a_sym_errlo","a_sym_errup","sigma_sys_mean","sigma_sys_stdev","sigma_sys_median","sigma_sys_errlo","sigma_sys_errup"
3.676162157632901284e+01,3.184554971282493874e+00,3.779285567949478519e+01,3.379486416372118640e+01,3.940144539789435640e+01,1.316972383188006113e+01,1.142164131045460351e+01,9.609106732056750033e+00,2.498187921321129767e+00,2.507515220312211923e+01,5.082373542487059748e-01,4.000159692831204428e-01,3.995481273584719495e-01,1.062644133217186954e-01,9.755909832923254088e-01,2.687566689881800741e+01,1.754902396403516107e+01,2.539756688071380353e+01,6.761144082151946400e+00,4.833955817756493900e+01,8.044276784480931383e+03,1.160341788322402152e+02,8.046760362524976699e+03,7.926238972921452842e+03,8.158027238545531873e+03
