"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_sym_mean","a_sym_stdev","a_sym_median","a_sym_errlo","a_sym_errup","sigma_sys_mean","sigma_sys_stdev","sigma_sys_median","sigma_sys_errlo","sigma_sys_errup"
3.679938470858559896e+01,3.081124339614135899e+00,3.777936534639214017e+01,3.408208959489898859e+01,3.940507784461406970e+01,1.289493698935776322e+01,1.140967958947341110e+01,9.331616565148706854e+00,2.350087369844269691e+00,2.487016360614371280e+01,4.970741143038127086e-01,3.847662364938438939e-01,4.072274644943901789e-01,1.103149992642824956e-01,9.445978545886737354e-01,2.720989122050542974e+01,1.711149089152993241e+01,2.587853719574791000e+01,7.667497226124551091e+00,4.741576098219938729e+01,8.046442654384180969e+03,1.133774106413899005e+02,8.046626195171291329e+03,7.926641288393016112e+03,8.156440904226180464e+03
